,lambd,p,k,k_mu
0,0.25,64,64,55
1,0.25,64,64,22
2,0.25,64,25,20
3,0.25,64,4,3
4,0.25,64,12,6
5,0.25,64,44,22
6,0.25,64,18,9
7,0.25,64,64,54
8,0.25,64,14,6
9,0.25,64,64,20
10,0.25,64,64,15
11,0.25,64,64,31
12,0.25,64,64,62
13,0.25,64,64,50
14,0.25,64,29,20
15,0.25,64,64,35
16,0.25,64,64,27
17,0.25,64,44,38
18,0.25,64,18,5
19,0.25,64,16,4
20,0.25,64,11,9
21,0.25,64,50,28
22,0.25,64,24,5
23,0.25,64,45,26
24,0.25,64,22,17
25,0.25,64,21,14
26,0.25,64,64,36
27,0.25,64,21,10
28,0.25,64,41,5
29,0.25,64,64,40
30,0.25,64,49,33
31,0.25,64,56,24
32,0.25,64,64,51
33,0.25,64,64,48
34,0.25,64,24,15
35,0.25,64,20,10
36,0.25,64,10,5
37,0.25,64,13,6
38,0.25,64,64,4
39,0.25,64,64,59
40,0.25,64,64,12
41,0.25,64,51,14
42,0.25,64,52,40
43,0.25,64,64,52
44,0.25,64,64,14
45,0.25,64,59,14
46,0.25,64,27,24
47,0.25,64,64,60
48,0.25,64,33,4
49,0.25,64,14,10
50,0.25,64,39,28
51,0.25,64,49,24
52,0.25,64,14,5
53,0.25,64,38,26
54,0.25,64,64,56
55,0.25,64,34,14
56,0.25,64,22,10
57,0.25,64,50,14
58,0.25,64,56,24
59,0.25,64,64,29
60,0.25,64,24,16
61,0.25,64,49,39
62,0.25,64,15,6
63,0.25,64,44,15
64,0.25,64,29,16
65,0.25,64,64,62
66,0.25,64,64,60
67,0.25,64,23,17
68,0.25,64,11,6
69,0.25,64,10,6
70,0.25,64,16,11
71,0.25,64,52,16
72,0.25,64,10,5
73,0.25,64,54,34
74,0.25,64,64,31
75,0.25,64,38,30
76,0.25,64,64,48
77,0.25,64,10,5
78,0.25,64,56,22
79,0.25,64,42,28
80,0.25,64,64,47
81,0.25,64,32,32
82,0.25,64,16,11
83,0.25,64,29,25
84,0.25,64,64,64
85,0.25,64,51,22
86,0.25,64,40,14
87,0.25,64,26,6
88,0.25,64,44,9
89,0.25,64,64,11
90,0.25,64,15,10
91,0.25,64,16,8
92,0.25,64,39,11
93,0.25,64,48,22
94,0.25,64,64,63
95,0.25,64,64,59
96,0.25,64,44,39
97,0.25,64,20,12
98,0.25,64,62,55
99,0.25,64,64,18
100,0.25,64,64,15
101,0.25,64,37,9
102,0.25,64,64,64
103,0.25,64,18,7
104,0.25,64,25,11
105,0.25,64,31,14
106,0.25,64,36,21
107,0.25,64,59,19
108,0.25,64,18,11
109,0.25,64,39,8
110,0.25,64,51,4
111,0.25,64,42,29
112,0.25,64,16,9
113,0.25,64,64,23
114,0.25,64,64,61
115,0.25,64,64,40
116,0.25,64,37,20
117,0.25,64,13,6
118,0.25,64,28,20
119,0.25,64,64,55
120,0.25,64,64,64
121,0.25,64,64,48
122,0.25,64,64,20
123,0.25,64,64,61
124,0.25,64,25,17
125,0.25,64,63,33
126,0.25,64,64,62
127,0.25,64,62,42
128,0.25,64,48,34
129,0.25,64,64,64
130,0.25,64,64,60
131,0.25,64,41,38
132,0.25,64,22,9
133,0.25,64,64,27
134,0.25,64,64,29
135,0.25,64,64,53
136,0.25,64,64,31
137,0.25,64,17,12
138,0.25,64,54,33
139,0.25,64,16,9
140,0.25,64,30,14
141,0.25,64,64,24
142,0.25,64,31,17
143,0.25,64,18,10
144,0.25,64,30,19
145,0.25,64,64,64
146,0.25,64,64,27
147,0.25,64,10,6
148,0.25,64,33,20
149,0.25,64,64,51
150,0.25,64,64,15
151,0.25,64,24,17
152,0.25,64,64,32
153,0.25,64,5,3
154,0.25,64,64,56
155,0.25,64,37,3
156,0.25,64,15,11
157,0.25,64,13,5
158,0.25,64,25,13
159,0.25,64,64,60
160,0.25,64,12,9
161,0.25,64,39,15
162,0.25,64,64,16
163,0.25,64,54,44
164,0.25,64,16,5
165,0.25,64,64,64
166,0.25,64,49,34
167,0.25,64,64,47
168,0.25,64,45,25
169,0.25,64,3,3
170,0.25,64,64,57
171,0.25,64,6,4
172,0.25,64,49,27
173,0.25,64,64,23
174,0.25,64,10,20
175,0.25,64,64,15
176,0.25,64,12,5
177,0.25,64,64,7
178,0.25,64,64,31
179,0.25,64,22,13
180,0.25,64,64,62
181,0.25,64,27,14
182,0.25,64,11,10
183,0.25,64,22,8
184,0.25,64,48,35
185,0.25,64,64,63
186,0.25,64,14,7
187,0.25,64,64,26
188,0.25,64,33,14
189,0.25,64,22,10
190,0.25,64,40,27
191,0.25,64,38,11
192,0.25,64,64,37
193,0.25,64,64,16
194,0.25,64,12,11
195,0.25,64,55,48
196,0.25,64,15,9
197,0.25,64,17,5
198,0.25,64,8,3
199,0.25,64,32,16
200,0.25,64,48,24
201,0.25,64,57,31
202,0.25,64,34,21
203,0.25,64,64,51
204,0.25,64,51,40
205,0.25,64,46,32
206,0.25,64,28,18
207,0.25,64,64,52
208,0.25,64,64,11
209,0.25,64,28,13
210,0.25,64,39,32
211,0.25,64,17,10
212,0.25,64,64,42
213,0.25,64,64,34
214,0.25,64,60,27
215,0.25,64,38,17
216,0.25,64,64,52
217,0.25,64,62,28
218,0.25,64,64,17
219,0.25,64,36,19
220,0.25,64,64,58
221,0.25,64,29,12
222,0.25,64,64,47
223,0.25,64,11,6
224,0.25,64,10,6
225,0.25,64,64,14
226,0.25,64,64,10
227,0.25,64,64,11
228,0.25,64,17,13
229,0.25,64,29,14
230,0.25,64,64,48
231,0.25,64,56,12
232,0.25,64,25,15
233,0.25,64,64,59
234,0.25,64,64,63
235,0.25,64,64,31
236,0.25,64,64,35
237,0.25,64,64,56
238,0.25,64,16,8
239,0.25,64,64,15
240,0.25,64,64,48
241,0.25,64,64,56
242,0.25,64,12,6
243,0.25,64,48,8
244,0.25,64,23,12
245,0.25,64,64,44
246,0.25,64,32,21
247,0.25,64,64,31
248,0.25,64,23,9
249,0.25,64,24,11
