,lambd,p,k,k_mu
0,0.375,64,64,59
1,0.375,64,64,52
2,0.375,64,19,6
3,0.375,64,12,3
4,0.375,64,56,12
5,0.375,64,64,33
6,0.375,64,57,38
7,0.375,64,64,45
8,0.375,64,24,5
9,0.375,64,64,63
10,0.375,64,64,18
11,0.375,64,64,20
12,0.375,64,54,18
13,0.375,64,64,62
14,0.375,64,64,37
15,0.375,64,64,62
16,0.375,64,64,55
17,0.375,64,64,56
18,0.375,64,56,7
19,0.375,64,25,5
20,0.375,64,22,13
21,0.375,64,63,23
22,0.375,64,64,19
23,0.375,64,64,39
24,0.375,64,13,6
25,0.375,64,64,57
26,0.375,64,64,40
27,0.375,64,64,46
28,0.375,64,50,3
29,0.375,64,64,36
30,0.375,64,64,42
31,0.375,64,29,17
32,0.375,64,64,52
33,0.375,64,64,47
34,0.375,64,50,17
35,0.375,64,64,57
36,0.375,64,64,53
37,0.375,64,21,11
38,0.375,64,64,49
39,0.375,64,64,64
40,0.375,64,64,40
41,0.375,64,47,27
42,0.375,64,64,12
43,0.375,64,53,23
44,0.375,64,64,20
45,0.375,64,64,64
46,0.375,64,28,15
47,0.375,64,64,16
48,0.375,64,62,14
49,0.375,64,31,8
50,0.375,64,20,7
51,0.375,64,64,40
52,0.375,64,19,13
53,0.375,64,64,41
54,0.375,64,41,24
55,0.375,64,64,31
56,0.375,64,19,12
57,0.375,64,64,51
58,0.375,64,64,31
59,0.375,64,63,16
60,0.375,64,64,45
61,0.375,64,55,23
62,0.375,64,32,14
63,0.375,64,64,39
64,0.375,64,31,8
65,0.375,64,64,63
66,0.375,64,64,63
67,0.375,64,17,7
68,0.375,64,35,16
69,0.375,64,64,47
70,0.375,64,15,6
71,0.375,64,64,28
72,0.375,64,64,20
73,0.375,64,64,63
74,0.375,64,64,54
75,0.375,64,56,34
76,0.375,64,64,58
77,0.375,64,16,2
78,0.375,64,64,33
79,0.375,64,49,10
80,0.375,64,46,12
81,0.375,64,64,33
82,0.375,64,14,2
83,0.375,64,64,48
84,0.375,64,64,64
85,0.375,64,64,40
86,0.375,64,64,43
87,0.375,64,12,4
88,0.375,64,12,7
89,0.375,64,64,49
90,0.375,64,64,30
91,0.375,64,38,4
92,0.375,64,61,7
93,0.375,64,64,28
94,0.375,64,64,61
95,0.375,64,64,40
96,0.375,64,62,25
97,0.375,64,27,3
98,0.375,64,32,25
99,0.375,64,64,54
