,lambd,p,k,k_mu
0,0.25,64,64,44
1,0.25,64,64,22
2,0.25,64,19,5
3,0.25,64,6,4
4,0.25,64,21,15
5,0.25,64,24,11
6,0.25,64,28,16
7,0.25,64,64,53
8,0.25,64,11,5
9,0.25,64,64,16
10,0.25,64,64,4
11,0.25,64,64,21
12,0.25,64,64,29
13,0.25,64,64,25
14,0.25,64,46,15
15,0.25,64,64,51
16,0.25,64,64,15
17,0.25,64,50,18
18,0.25,64,23,9
19,0.25,64,18,14
20,0.25,64,31,7
21,0.25,64,37,15
22,0.25,64,17,6
23,0.25,64,56,9
24,0.25,64,20,8
25,0.25,64,37,16
26,0.25,64,64,32
27,0.25,64,37,20
28,0.25,64,19,5
29,0.25,64,64,41
30,0.25,64,45,21
31,0.25,64,15,6
32,0.25,64,64,58
33,0.25,64,64,48
34,0.25,64,15,12
35,0.25,64,57,12
36,0.25,64,11,7
37,0.25,64,13,5
38,0.25,64,64,16
39,0.25,64,64,47
40,0.25,64,64,9
41,0.25,64,48,36
42,0.25,64,53,6
43,0.25,64,64,19
44,0.25,64,64,36
45,0.25,64,59,17
46,0.25,64,17,9
47,0.25,64,64,64
48,0.25,64,26,16
49,0.25,64,16,5
50,0.25,64,12,6
51,0.25,64,26,12
52,0.25,64,12,6
53,0.25,64,48,19
54,0.25,64,64,44
55,0.25,64,16,8
56,0.25,64,16,8
57,0.25,64,38,23
58,0.25,64,50,21
59,0.25,64,64,9
60,0.25,64,14,7
61,0.25,64,27,16
62,0.25,64,47,18
63,0.25,64,28,12
64,0.25,64,22,35
65,0.25,64,64,51
66,0.25,64,64,63
67,0.25,64,11,4
68,0.25,64,14,6
69,0.25,64,15,9
70,0.25,64,5,3
71,0.25,64,52,18
72,0.25,64,18,6
73,0.25,64,29,16
74,0.25,64,64,46
75,0.25,64,28,19
76,0.25,64,64,26
77,0.25,64,12,6
78,0.25,64,41,14
79,0.25,64,31,6
80,0.25,64,64,51
81,0.25,64,18,5
82,0.25,64,11,9
83,0.25,64,41,10
84,0.25,64,64,51
85,0.25,64,23,10
86,0.25,64,9,4
87,0.25,64,18,3
88,0.25,64,46,35
89,0.25,64,64,62
90,0.25,64,52,13
91,0.25,64,12,7
92,0.25,64,34,25
93,0.25,64,38,15
94,0.25,64,64,22
95,0.25,64,64,43
96,0.25,64,64,9
97,0.25,64,9,5
98,0.25,64,55,21
99,0.25,64,64,16
100,0.25,64,64,31
101,0.25,64,21,15
102,0.25,64,64,63
103,0.25,64,19,3
104,0.25,64,25,7
105,0.25,64,31,8
106,0.25,64,34,16
107,0.25,64,64,14
108,0.25,64,12,10
109,0.25,64,43,16
110,0.25,64,60,9
111,0.25,64,52,23
112,0.25,64,15,8
113,0.25,64,64,22
114,0.25,64,64,34
115,0.25,64,64,9
116,0.25,64,40,27
117,0.25,64,60,35
118,0.25,64,31,25
119,0.25,64,64,36
120,0.25,64,64,56
121,0.25,64,64,11
122,0.25,64,64,9
123,0.25,64,64,61
124,0.25,64,22,5
125,0.25,64,46,17
126,0.25,64,64,29
127,0.25,64,53,31
128,0.25,64,43,24
129,0.25,64,64,63
130,0.25,64,64,55
131,0.25,64,21,12
132,0.25,64,24,8
133,0.25,64,64,32
134,0.25,64,64,31
135,0.25,64,64,28
136,0.25,64,64,40
137,0.25,64,17,5
138,0.25,64,45,13
139,0.25,64,13,4
140,0.25,64,38,21
141,0.25,64,64,53
142,0.25,64,20,11
143,0.25,64,12,6
144,0.25,64,19,11
145,0.25,64,64,62
146,0.25,64,64,15
147,0.25,64,12,10
148,0.25,64,27,16
149,0.25,64,64,16
150,0.25,64,64,14
151,0.25,64,12,7
152,0.25,64,64,26
153,0.25,64,12,6
154,0.25,64,64,15
155,0.25,64,29,8
