,lambd,p,k,k_mu
0,0.5,64,64,57
1,0.5,64,64,51
2,0.5,64,16,6
3,0.5,64,14,3
4,0.5,64,54,11
5,0.5,64,64,29
6,0.5,64,64,38
7,0.5,64,64,31
8,0.5,64,24,4
9,0.5,64,64,61
10,0.5,64,64,18
11,0.5,64,64,20
12,0.5,64,64,25
13,0.5,64,64,62
14,0.5,64,64,28
15,0.5,64,64,58
16,0.5,64,64,54
17,0.5,64,64,56
18,0.5,64,56,6
19,0.5,64,29,5
20,0.5,64,36,12
21,0.5,64,64,22
22,0.5,64,64,10
23,0.5,64,64,36
24,0.5,64,30,6
25,0.5,64,64,52
26,0.5,64,64,36
27,0.5,64,64,42
28,0.5,64,54,3
29,0.5,64,64,62
30,0.5,64,64,41
31,0.5,64,58,6
32,0.5,64,64,49
33,0.5,64,64,44
34,0.5,64,41,18
35,0.5,64,64,57
36,0.5,64,64,60
37,0.5,64,21,11
38,0.5,64,64,59
39,0.5,64,64,64
40,0.5,64,64,62
41,0.5,64,61,30
42,0.5,64,64,11
43,0.5,64,64,23
44,0.5,64,64,57
45,0.5,64,64,45
46,0.5,64,29,16
47,0.5,64,64,24
48,0.5,64,64,33
49,0.5,64,13,8
50,0.5,64,27,11
51,0.5,64,64,35
52,0.5,64,15,4
53,0.5,64,64,48
54,0.5,64,64,15
55,0.5,64,64,64
56,0.5,64,25,12
57,0.5,64,64,44
58,0.5,64,64,31
59,0.5,64,64,16
60,0.5,64,64,51
61,0.5,64,54,25
62,0.5,64,32,5
63,0.5,64,64,40
64,0.5,64,52,39
65,0.5,64,64,61
66,0.5,64,64,64
67,0.5,64,17,7
68,0.5,64,62,17
69,0.5,64,64,47
70,0.5,64,23,6
71,0.5,64,64,25
72,0.5,64,64,19
73,0.5,64,64,64
74,0.5,64,64,63
75,0.5,64,64,38
76,0.5,64,64,29
77,0.5,64,8,4
78,0.5,64,64,15
79,0.5,64,51,10
80,0.5,64,64,12
81,0.5,64,64,31
82,0.5,64,14,2
83,0.5,64,64,48
84,0.5,64,64,61
85,0.5,64,64,40
86,0.5,64,64,44
87,0.5,64,14,3
88,0.5,64,15,7
89,0.5,64,64,49
90,0.5,64,64,53
91,0.5,64,39,3
92,0.5,64,61,5
93,0.5,64,64,32
94,0.5,64,64,61
95,0.5,64,64,36
96,0.5,64,64,16
97,0.5,64,28,2
98,0.5,64,32,21
99,0.5,64,64,49
100,0.5,64,64,62
101,0.5,64,14,10
102,0.5,64,64,64
103,0.5,64,64,53
104,0.5,64,64,9
105,0.5,64,50,18
106,0.5,64,43,13
107,0.5,64,64,53
108,0.5,64,28,6
109,0.5,64,37,8
110,0.5,64,64,24
111,0.5,64,64,55
112,0.5,64,45,3
113,0.5,64,64,64
114,0.5,64,54,61
115,0.5,64,64,8
116,0.5,64,38,27
117,0.5,64,64,26
118,0.5,64,28,6
119,0.5,64,64,47
120,0.5,64,64,64
121,0.5,64,64,55
122,0.5,64,64,29
123,0.5,64,48,22
124,0.5,64,64,4
125,0.5,64,53,25
126,0.5,64,64,18
127,0.5,64,64,61
128,0.5,64,19,6
129,0.5,64,64,60
130,0.5,64,64,23
131,0.5,64,61,14
132,0.5,64,64,57
133,0.5,64,64,63
134,0.5,64,64,14
135,0.5,64,64,55
136,0.5,64,64,59
137,0.5,64,20,16
138,0.5,64,64,39
139,0.5,64,21,4
140,0.5,64,64,18
141,0.5,64,64,29
142,0.5,64,13,2
143,0.5,64,14,1
144,0.5,64,15,3
145,0.5,64,49,12
146,0.5,64,64,56
147,0.5,64,35,8
148,0.5,64,45,18
149,0.5,64,64,24
150,0.5,64,64,5
151,0.5,64,13,11
152,0.5,64,64,55
153,0.5,64,24,2
154,0.5,64,64,30
155,0.5,64,44,6
156,0.5,64,64,61
157,0.5,64,9,61
158,0.5,64,24,2
159,0.5,64,64,59
160,0.5,64,62,18
161,0.5,64,64,19
162,0.5,64,64,61
163,0.5,64,64,44
164,0.5,64,14,3
165,0.5,64,64,64
166,0.5,64,64,28
167,0.5,64,64,27
168,0.5,64,64,24
169,0.5,64,17,8
170,0.5,64,64,35
171,0.5,64,31,3
172,0.5,64,64,50
173,0.5,64,64,59
174,0.5,64,57,41
175,0.5,64,64,61
176,0.5,64,32,6
177,0.5,64,64,53
178,0.5,64,64,47
179,0.5,64,64,33
180,0.5,64,64,38
181,0.5,64,46,25
182,0.5,64,14,3
183,0.5,64,11,3
184,0.5,64,64,57
185,0.5,64,64,56
186,0.5,64,19,5
187,0.5,64,64,46
188,0.5,64,64,46
189,0.5,64,58,49
190,0.5,64,64,1
191,0.5,64,64,30
192,0.5,64,64,42
193,0.5,64,64,63
194,0.5,64,60,11
195,0.5,64,64,61
196,0.5,64,54,57
197,0.5,64,64,46
198,0.5,64,16,2
199,0.5,64,42,3
200,0.5,64,46,11
201,0.5,64,64,62
202,0.5,64,64,3
203,0.5,64,64,56
204,0.5,64,64,64
205,0.5,64,64,62
206,0.5,64,43,12
207,0.5,64,64,49
208,0.5,64,64,59
209,0.5,64,30,5
210,0.5,64,47,11
211,0.5,64,17,5
212,0.5,64,64,64
213,0.5,64,64,64
214,0.5,64,64,29
215,0.5,64,64,12
216,0.5,64,64,64
217,0.5,64,64,32
218,0.5,64,64,30
219,0.5,64,64,26
220,0.5,64,64,56
221,0.5,64,26,14
222,0.5,64,64,50
223,0.5,64,47,8
224,0.5,64,12,4
225,0.5,64,64,39
226,0.5,64,64,52
