,lambd,p,k,k_mu
0,0.125,64,64,38
1,0.125,64,64,27
2,0.125,64,23,20
3,0.125,64,8,6
4,0.125,64,24,11
5,0.125,64,39,32
6,0.125,64,28,14
7,0.125,64,64,55
8,0.125,64,17,9
9,0.125,64,64,20
10,0.125,64,39,37
11,0.125,64,64,49
12,0.125,64,64,54
13,0.125,64,64,24
14,0.125,64,40,32
15,0.125,64,64,44
16,0.125,64,64,52
17,0.125,64,62,40
18,0.125,64,23,11
19,0.125,64,19,16
20,0.125,64,11,9
21,0.125,64,44,30
22,0.125,64,26,14
23,0.125,64,64,34
24,0.125,64,24,19
25,0.125,64,57,41
26,0.125,64,55,37
27,0.125,64,27,12
28,0.125,64,20,14
29,0.125,64,64,63
30,0.125,64,53,40
31,0.125,64,22,15
32,0.125,64,64,62
33,0.125,64,64,52
34,0.125,64,38,16
35,0.125,64,64,42
36,0.125,64,11,10
37,0.125,64,16,12
38,0.125,64,24,15
39,0.125,64,64,61
40,0.125,64,64,20
41,0.125,64,46,31
42,0.125,64,56,52
43,0.125,64,64,56
44,0.125,64,64,43
45,0.125,64,61,28
46,0.125,64,35,29
47,0.125,64,64,28
48,0.125,64,47,9
49,0.125,64,22,14
50,0.125,64,39,25
51,0.125,64,50,36
52,0.125,64,20,14
53,0.125,64,39,20
54,0.125,64,37,14
55,0.125,64,40,21
56,0.125,64,20,14
57,0.125,64,58,36
58,0.125,64,64,23
59,0.125,64,63,28
60,0.125,64,64,24
61,0.125,64,49,40
62,0.125,64,46,11
63,0.125,64,46,13
64,0.125,64,29,20
65,0.125,64,64,58
66,0.125,64,64,35
67,0.125,64,25,17
68,0.125,64,8,6
69,0.125,64,11,9
70,0.125,64,17,15
71,0.125,64,26,17
72,0.125,64,17,13
73,0.125,64,54,35
74,0.125,64,64,45
75,0.125,64,39,34
76,0.125,64,48,30
77,0.125,64,11,8
78,0.125,64,54,22
79,0.125,64,46,29
80,0.125,64,64,44
81,0.125,64,32,17
82,0.125,64,20,14
83,0.125,64,37,27
84,0.125,64,64,28
85,0.125,64,50,32
86,0.125,64,28,17
87,0.125,64,17,11
88,0.125,64,64,10
89,0.125,64,49,14
90,0.125,64,26,13
91,0.125,64,19,13
92,0.125,64,40,15
93,0.125,64,48,33
94,0.125,64,64,38
95,0.125,64,64,29
96,0.125,64,23,15
97,0.125,64,18,13
98,0.125,64,64,37
99,0.125,64,64,26
100,0.125,64,49,24
101,0.125,64,25,10
102,0.125,64,63,57
103,0.125,64,18,12
104,0.125,64,52,17
105,0.125,64,26,22
106,0.125,64,36,24
107,0.125,64,64,25
108,0.125,64,24,14
109,0.125,64,35,18
110,0.125,64,13,8
111,0.125,64,64,33
112,0.125,64,19,14
113,0.125,64,62,24
114,0.125,64,64,62
115,0.125,64,64,15
116,0.125,64,36,20
117,0.125,64,64,51
118,0.125,64,33,28
119,0.125,64,64,64
120,0.125,64,64,62
121,0.125,64,64,21
122,0.125,64,64,13
123,0.125,64,64,27
124,0.125,64,25,19
125,0.125,64,64,64
126,0.125,64,64,22
127,0.125,64,64,12
128,0.125,64,48,35
129,0.125,64,64,35
130,0.125,64,64,30
131,0.125,64,48,43
132,0.125,64,22,20
133,0.125,64,64,64
134,0.125,64,64,54
135,0.125,64,64,36
136,0.125,64,64,33
137,0.125,64,19,17
138,0.125,64,41,37
139,0.125,64,16,11
140,0.125,64,48,32
141,0.125,64,64,39
142,0.125,64,25,21
143,0.125,64,24,14
144,0.125,64,35,21
145,0.125,64,33,17
146,0.125,64,64,38
147,0.125,64,18,11
148,0.125,64,44,24
149,0.125,64,64,49
150,0.125,64,64,50
151,0.125,64,22,18
