,lambd,p,k,k_mu
0,0.5,64,64,21
1,0.5,64,64,59
2,0.5,64,6,3
3,0.5,64,6,3
4,0.5,64,11,5
5,0.5,64,63,16
6,0.5,64,64,4
7,0.5,64,64,59
8,0.5,64,21,7
9,0.5,64,64,21
10,0.5,64,63,5
11,0.5,64,64,49
12,0.5,64,64,41
13,0.5,64,64,55
14,0.5,64,45,5
15,0.5,64,64,26
16,0.5,64,64,26
17,0.5,64,64,13
18,0.5,64,23,7
19,0.5,64,16,5
20,0.5,64,15,2
21,0.5,64,45,7
22,0.5,64,31,6
23,0.5,64,64,46
24,0.5,64,20,2
25,0.5,64,23,13
26,0.5,64,64,20
27,0.5,64,39,19
28,0.5,64,64,8
29,0.5,64,64,32
30,0.5,64,44,13
31,0.5,64,28,13
32,0.5,64,64,25
33,0.5,64,64,46
34,0.5,64,27,10
35,0.5,64,42,9
36,0.5,64,34,18
37,0.5,64,15,2
38,0.5,64,64,9
39,0.5,64,64,64
40,0.5,64,64,18
41,0.5,64,19,7
42,0.5,64,62,11
43,0.5,64,64,31
44,0.5,64,64,16
45,0.5,64,64,16
46,0.5,64,17,3
47,0.5,64,64,9
48,0.5,64,41,8
49,0.5,64,15,2
50,0.5,64,28,6
51,0.5,64,30,13
52,0.5,64,15,7
53,0.5,64,41,8
54,0.5,64,64,50
55,0.5,64,39,15
56,0.5,64,18,13
57,0.5,64,61,26
58,0.5,64,64,63
59,0.5,64,64,46
60,0.5,64,39,12
61,0.5,64,46,15
62,0.5,64,36,10
63,0.5,64,45,3
64,0.5,64,64,50
65,0.5,64,64,28
66,0.5,64,64,63
67,0.5,64,15,2
68,0.5,64,26,9
69,0.5,64,37,16
70,0.5,64,12,2
71,0.5,64,39,8
72,0.5,64,14,3
73,0.5,64,64,52
74,0.5,64,64,59
75,0.5,64,63,17
76,0.5,64,64,63
77,0.5,64,20,1
78,0.5,64,38,8
79,0.5,64,51,14
80,0.5,64,64,56
81,0.5,64,64,62
82,0.5,64,13,4
83,0.5,64,51,6
84,0.5,64,64,44
85,0.5,64,36,5
86,0.5,64,11,4
87,0.5,64,18,2
88,0.5,64,21,7
89,0.5,64,64,55
90,0.5,64,64,5
91,0.5,64,8,4
92,0.5,64,64,1
93,0.5,64,63,32
94,0.5,64,64,60
95,0.5,64,64,45
96,0.5,64,64,7
97,0.5,64,30,5
98,0.5,64,64,18
99,0.5,64,64,57
100,0.5,64,64,58
101,0.5,64,12,1
102,0.5,64,64,57
103,0.5,64,64,17
104,0.5,64,32,8
105,0.5,64,37,8
106,0.5,64,27,6
107,0.5,64,64,33
108,0.5,64,24,15
109,0.5,64,44,6
110,0.5,64,64,2
111,0.5,64,62,14
112,0.5,64,48,6
113,0.5,64,64,44
114,0.5,64,64,40
115,0.5,64,64,20
116,0.5,64,52,26
117,0.5,64,49,19
118,0.5,64,35,7
119,0.5,64,62,28
120,0.5,64,64,61
121,0.5,64,64,24
122,0.5,64,64,19
123,0.5,64,64,20
124,0.5,64,14,1
125,0.5,64,40,13
126,0.5,64,64,43
127,0.5,64,64,11
128,0.5,64,31,3
129,0.5,64,64,43
130,0.5,64,64,42
131,0.5,64,33,7
132,0.5,64,36,6
133,0.5,64,64,64
134,0.5,64,64,46
135,0.5,64,64,52
136,0.5,64,64,32
137,0.5,64,20,5
138,0.5,64,54,18
139,0.5,64,16,3
140,0.5,64,58,24
141,0.5,64,64,32
142,0.5,64,23,4
143,0.5,64,22,8
144,0.5,64,13,3
145,0.5,64,64,57
146,0.5,64,64,56
147,0.5,64,19,2
148,0.5,64,29,11
149,0.5,64,64,48
150,0.5,64,64,12
151,0.5,64,12,6
152,0.5,64,64,12
153,0.5,64,19,8
154,0.5,64,64,50
155,0.5,64,49,5
156,0.5,64,14,5
157,0.5,64,21,4
158,0.5,64,21,11
159,0.5,64,64,55
160,0.5,64,9,4
161,0.5,64,29,9
162,0.5,64,64,13
163,0.5,64,64,48
164,0.5,64,31,4
165,0.5,64,64,45
166,0.5,64,48,6
167,0.5,64,64,60
168,0.5,64,62,15
169,0.5,64,9,3
170,0.5,64,64,9
171,0.5,64,9,1
172,0.5,64,64,44
173,0.5,64,64,5
174,0.5,64,64,37
175,0.5,64,51,33
176,0.5,64,12,5
177,0.5,64,55,14
178,0.5,64,64,52
179,0.5,64,64,13
180,0.5,64,64,46
181,0.5,64,64,19
182,0.5,64,10,1
183,0.5,64,21,6
184,0.5,64,64,8
185,0.5,64,64,63
186,0.5,64,16,5
187,0.5,64,64,36
188,0.5,64,36,4
189,0.5,64,30,13
190,0.5,64,46,3
191,0.5,64,44,4
192,0.5,64,64,26
193,0.5,64,64,53
194,0.5,64,45,4
195,0.5,64,64,34
196,0.5,64,64,5
197,0.5,64,32,13
198,0.5,64,7,2
199,0.5,64,13,7
200,0.5,64,64,39
201,0.5,64,52,20
202,0.5,64,31,4
203,0.5,64,64,64
204,0.5,64,47,16
205,0.5,64,64,36
206,0.5,64,35,10
207,0.5,64,64,34
208,0.5,64,64,7
209,0.5,64,11,5
210,0.5,64,51,12
211,0.5,64,26,5
