,lambd,p,k,k_mu
0,0.125,64,64,34
1,0.125,64,64,64
2,0.125,64,15,12
3,0.125,64,9,6
4,0.125,64,63,36
5,0.125,64,64,62
6,0.125,64,64,55
7,0.125,64,64,41
8,0.125,64,64,12
9,0.125,64,64,24
10,0.125,64,64,45
11,0.125,64,64,40
12,0.125,64,60,43
13,0.125,64,64,45
14,0.125,64,64,31
15,0.125,64,24,12
16,0.125,64,64,60
17,0.125,64,64,58
18,0.125,64,64,51
19,0.125,64,64,56
20,0.125,64,49,37
21,0.125,64,64,47
22,0.125,64,64,50
23,0.125,64,39,30
24,0.125,64,29,15
25,0.125,64,64,14
26,0.125,64,64,57
27,0.125,64,64,61
28,0.125,64,64,31
29,0.125,64,64,15
30,0.125,64,64,25
31,0.125,64,64,53
32,0.125,64,64,62
33,0.125,64,64,15
34,0.125,64,61,59
35,0.125,64,64,25
36,0.125,64,45,24
37,0.125,64,30,15
38,0.125,64,64,49
39,0.125,64,64,35
40,0.125,64,64,51
41,0.125,64,64,43
42,0.125,64,64,56
43,0.125,64,64,57
44,0.125,64,64,58
45,0.125,64,64,39
46,0.125,64,28,19
47,0.125,64,27,17
48,0.125,64,42,36
49,0.125,64,64,64
50,0.125,64,64,56
51,0.125,64,64,51
52,0.125,64,47,27
53,0.125,64,64,52
54,0.125,64,64,56
55,0.125,64,32,12
56,0.125,64,25,12
57,0.125,64,64,62
58,0.125,64,64,56
59,0.125,64,64,56
60,0.125,64,45,31
61,0.125,64,64,36
62,0.125,64,64,34
63,0.125,64,64,63
64,0.125,64,64,19
65,0.125,64,64,15
66,0.125,64,64,51
67,0.125,64,22,11
68,0.125,64,64,25
69,0.125,64,64,20
70,0.125,64,20,13
71,0.125,64,64,61
72,0.125,64,64,24
73,0.125,64,64,57
74,0.125,64,64,53
75,0.125,64,64,42
76,0.125,64,64,30
77,0.125,64,13,11
78,0.125,64,64,37
79,0.125,64,53,15
80,0.125,64,64,34
81,0.125,64,64,21
82,0.125,64,11,9
83,0.125,64,64,27
84,0.125,64,64,51
85,0.125,64,28,13
86,0.125,64,64,45
87,0.125,64,52,24
88,0.125,64,64,28
89,0.125,64,64,48
90,0.125,64,64,31
91,0.125,64,56,35
92,0.125,64,64,11
93,0.125,64,64,32
94,0.125,64,14,9
95,0.125,64,48,20
96,0.125,64,64,35
97,0.125,64,44,6
98,0.125,64,64,56
99,0.125,64,64,22
100,0.125,64,64,50
101,0.125,64,25,14
102,0.125,64,64,20
103,0.125,64,64,51
104,0.125,64,64,45
105,0.125,64,64,47
106,0.125,64,64,33
107,0.125,64,64,48
108,0.125,64,17,10
109,0.125,64,22,16
110,0.125,64,64,64
111,0.125,64,64,59
112,0.125,64,64,52
113,0.125,64,64,51
114,0.125,64,42,21
115,0.125,64,50,27
116,0.125,64,64,50
117,0.125,64,64,62
118,0.125,64,41,24
119,0.125,64,24,11
120,0.125,64,64,28
121,0.125,64,64,40
122,0.125,64,64,43
123,0.125,64,64,17
124,0.125,64,64,61
125,0.125,64,64,23
126,0.125,64,64,43
127,0.125,64,64,61
128,0.125,64,40,19
129,0.125,64,64,50
130,0.125,64,64,16
131,0.125,64,64,37
132,0.125,64,64,27
133,0.125,64,64,60
