,lambd,p,k,k_mu
0,0.125,64,64,17
1,0.125,64,64,35
2,0.125,64,12,6
3,0.125,64,7,6
4,0.125,64,24,9
5,0.125,64,28,15
6,0.125,64,14,11
7,0.125,64,64,15
8,0.125,64,19,11
9,0.125,64,64,39
10,0.125,64,20,16
11,0.125,64,64,55
12,0.125,64,64,22
13,0.125,64,64,14
14,0.125,64,45,21
15,0.125,64,64,59
16,0.125,64,64,61
17,0.125,64,39,32
18,0.125,64,20,9
19,0.125,64,25,16
20,0.125,64,20,11
21,0.125,64,52,35
22,0.125,64,21,13
23,0.125,64,64,47
24,0.125,64,16,9
25,0.125,64,59,47
26,0.125,64,63,26
27,0.125,64,43,32
28,0.125,64,33,16
29,0.125,64,64,61
30,0.125,64,58,43
31,0.125,64,16,12
32,0.125,64,64,54
33,0.125,64,64,59
34,0.125,64,22,12
35,0.125,64,64,50
36,0.125,64,58,15
37,0.125,64,10,8
38,0.125,64,36,16
39,0.125,64,64,58
40,0.125,64,64,36
41,0.125,64,38,17
42,0.125,64,51,22
43,0.125,64,64,41
44,0.125,64,64,54
45,0.125,64,35,22
46,0.125,64,18,15
47,0.125,64,64,11
48,0.125,64,27,15
49,0.125,64,14,10
50,0.125,64,28,12
51,0.125,64,47,34
52,0.125,64,15,12
53,0.125,64,56,37
54,0.125,64,21,14
55,0.125,64,39,19
56,0.125,64,16,11
57,0.125,64,49,33
58,0.125,64,64,51
59,0.125,64,46,27
60,0.125,64,64,25
61,0.125,64,37,23
62,0.125,64,55,41
63,0.125,64,26,14
64,0.125,64,23,19
65,0.125,64,64,64
66,0.125,64,64,30
67,0.125,64,12,11
68,0.125,64,26,14
69,0.125,64,26,19
70,0.125,64,14,10
71,0.125,64,19,10
72,0.125,64,20,10
73,0.125,64,19,11
74,0.125,64,64,29
75,0.125,64,47,30
76,0.125,64,61,24
77,0.125,64,12,9
78,0.125,64,41,17
79,0.125,64,44,17
80,0.125,64,64,64
81,0.125,64,15,13
82,0.125,64,12,9
83,0.125,64,50,32
84,0.125,64,64,41
85,0.125,64,51,40
86,0.125,64,16,13
87,0.125,64,15,8
88,0.125,64,64,19
89,0.125,64,55,28
90,0.125,64,41,15
91,0.125,64,21,16
92,0.125,64,42,19
93,0.125,64,58,32
94,0.125,64,64,35
95,0.125,64,64,25
96,0.125,64,31,18
97,0.125,64,15,9
98,0.125,64,64,26
99,0.125,64,64,15
100,0.125,64,32,29
101,0.125,64,14,7
102,0.125,64,63,31
103,0.125,64,33,20
104,0.125,64,41,14
105,0.125,64,42,20
106,0.125,64,36,23
107,0.125,64,64,47
108,0.125,64,21,17
109,0.125,64,12,10
110,0.125,64,43,12
111,0.125,64,64,28
112,0.125,64,26,20
113,0.125,64,53,30
114,0.125,64,64,46
115,0.125,64,64,29
116,0.125,64,48,21
117,0.125,64,64,31
118,0.125,64,27,18
119,0.125,64,64,60
120,0.125,64,64,64
121,0.125,64,64,27
122,0.125,64,64,23
123,0.125,64,64,56
124,0.125,64,26,11
125,0.125,64,64,58
126,0.125,64,64,49
127,0.125,64,64,34
128,0.125,64,42,12
129,0.125,64,64,39
130,0.125,64,64,55
131,0.125,64,42,28
132,0.125,64,24,13
133,0.125,64,64,63
134,0.125,64,64,51
135,0.125,64,64,60
136,0.125,64,64,38
137,0.125,64,21,11
138,0.125,64,35,19
139,0.125,64,12,11
140,0.125,64,51,31
141,0.125,64,64,12
142,0.125,64,23,11
143,0.125,64,13,12
144,0.125,64,16,9
145,0.125,64,29,18
146,0.125,64,64,30
147,0.125,64,16,13
148,0.125,64,30,14
149,0.125,64,64,35
150,0.125,64,64,64
151,0.125,64,15,10
152,0.125,64,64,49
153,0.125,64,18,13
154,0.125,64,27,32
155,0.125,64,43,12
156,0.125,64,15,11
157,0.125,64,18,12
158,0.125,64,20,12
159,0.125,64,64,43
160,0.125,64,9,7
161,0.125,64,31,26
162,0.125,64,64,22
163,0.125,64,57,33
164,0.125,64,16,10
165,0.125,64,64,34
166,0.125,64,64,37
167,0.125,64,64,47
168,0.125,64,64,32
169,0.125,64,13,10
170,0.125,64,64,15
171,0.125,64,7,5
172,0.125,64,20,11
173,0.125,64,64,43
174,0.125,64,48,43
175,0.125,64,64,64
176,0.125,64,12,9
177,0.125,64,64,8
178,0.125,64,43,40
179,0.125,64,48,41
180,0.125,64,64,62
181,0.125,64,24,11
182,0.125,64,10,6
183,0.125,64,17,12
184,0.125,64,64,25
185,0.125,64,64,28
186,0.125,64,22,11
187,0.125,64,64,36
188,0.125,64,31,15
189,0.125,64,42,26
190,0.125,64,31,14
191,0.125,64,40,15
192,0.125,64,64,62
193,0.125,64,64,28
194,0.125,64,23,14
195,0.125,64,35,21
196,0.125,64,16,13
197,0.125,64,44,17
198,0.125,64,9,8
199,0.125,64,29,13
200,0.125,64,64,47
201,0.125,64,64,31
202,0.125,64,41,31
203,0.125,64,64,52
204,0.125,64,64,22
205,0.125,64,64,50
206,0.125,64,58,14
207,0.125,64,64,54
208,0.125,64,64,50
209,0.125,64,20,0
210,0.125,64,64,48
211,0.125,64,17,11
212,0.125,64,64,43
213,0.125,64,13,11
214,0.125,64,64,63
215,0.125,64,42,26
216,0.125,64,64,30
217,0.125,64,40,34
218,0.125,64,53,24
219,0.125,64,38,18
220,0.125,64,64,54
221,0.125,64,24,17
222,0.125,64,64,42
223,0.125,64,14,8
224,0.125,64,10,6
225,0.125,64,64,12
226,0.125,64,64,28
227,0.125,64,64,37
228,0.125,64,22,17
229,0.125,64,31,17
230,0.125,64,64,59
231,0.125,64,53,18
232,0.125,64,22,11
233,0.125,64,64,24
234,0.125,64,64,29
235,0.125,64,64,42
236,0.125,64,52,39
237,0.125,64,11,14
238,0.125,64,11,9
239,0.125,64,64,13
240,0.125,64,64,16
241,0.125,64,64,19
242,0.125,64,23,16
243,0.125,64,42,15
244,0.125,64,31,20
245,0.125,64,64,42
246,0.125,64,24,9
247,0.125,64,64,40
248,0.125,64,9,8
249,0.125,64,19,9
