,lambd,p,k,k_mu
0,0.125,29,0,0
1,0.125,23,0,0
2,0.125,37,37,29
3,0.125,22,0,0
4,0.125,33,22,16
5,0.125,21,21,2
6,0.125,38,38,1
7,0.125,27,27,1
8,0.125,23,23,1
9,0.125,22,0,0
10,0.125,35,35,1
11,0.125,21,0,0
12,0.125,31,0,0
13,0.125,17,12,10
14,0.125,29,0,0
15,0.125,28,26,23
16,0.125,33,0,0
17,0.125,38,31,30
18,0.125,23,0,0
19,0.125,31,31,1
20,0.125,19,19,3
21,0.125,40,40,21
22,0.125,25,0,0
23,0.125,43,18,17
24,0.125,24,0,0
25,0.125,22,22,3
26,0.125,28,28,1
27,0.125,20,0,6
28,0.125,28,28,15
29,0.125,38,18,15
30,0.125,16,16,1
31,0.125,25,0,7
32,0.125,24,0,0
33,0.125,16,0,0
34,0.125,26,26,6
35,0.125,29,0,0
36,0.125,42,42,25
37,0.125,30,0,0
38,0.125,36,28,16
39,0.125,36,0,15
40,0.125,36,36,21
41,0.125,31,0,0
42,0.125,27,20,13
43,0.125,27,0,0
44,0.125,58,58,49
45,0.125,20,20,18
46,0.125,36,36,5
47,0.125,32,19,12
48,0.125,30,29,10
49,0.125,38,0,0
50,0.125,35,17,12
51,0.125,29,21,17
52,0.125,18,18,12
53,0.125,20,0,5
54,0.125,32,0,3
55,0.125,29,29,1
56,0.125,34,34,8
57,0.125,30,22,16
58,0.125,41,0,0
59,0.125,21,0,0
60,0.125,37,37,36
61,0.125,37,17,14
62,0.125,39,27,11
63,0.125,39,12,11
64,0.125,14,14,1
65,0.125,21,21,5
66,0.125,35,35,12
67,0.125,29,29,22
68,0.125,25,25,23
69,0.125,18,18,1
70,0.125,35,0,0
71,0.125,32,10,8
72,0.125,33,0,0
73,0.125,24,0,0
74,0.125,28,25,16
75,0.125,33,33,20
76,0.125,17,0,5
77,0.125,28,11,10
78,0.125,18,0,0
79,0.125,19,0,0
80,0.125,23,0,0
81,0.125,24,24,10
82,0.125,29,29,16
83,0.125,28,28,1
84,0.125,31,31,2
85,0.125,18,0,0
86,0.125,30,30,13
87,0.125,25,0,0
88,0.125,37,37,33
89,0.125,24,24,21
90,0.125,25,25,1
91,0.125,38,38,37
92,0.125,12,0,0
93,0.125,22,0,0
94,0.125,26,26,6
95,0.125,40,38,20
96,0.125,30,0,4
97,0.125,27,0,0
98,0.125,28,0,0
99,0.125,18,0,0
100,0.125,42,0,0
101,0.125,36,0,0
102,0.125,15,0,0
103,0.125,28,0,0
104,0.125,24,24,3
105,0.125,32,32,0
106,0.125,54,54,42
107,0.125,25,0,0
108,0.125,28,21,16
109,0.125,31,0,0
110,0.125,32,32,26
111,0.125,34,0,4
112,0.125,33,33,22
113,0.125,25,22,20
114,0.125,31,0,0
115,0.125,20,19,13
116,0.125,19,0,0
117,0.125,29,29,26
118,0.125,21,21,1
119,0.125,41,41,33
120,0.125,29,29,2
121,0.125,19,0,0
122,0.125,29,29,18
123,0.125,34,0,0
124,0.125,30,0,8
125,0.125,33,33,23
126,0.125,31,15,10
127,0.125,23,0,0
128,0.125,44,44,38
129,0.125,23,0,0
130,0.125,25,22,20
131,0.125,29,29,29
132,0.125,34,24,7
133,0.125,31,31,27
134,0.125,38,0,20
135,0.125,12,0,0
136,0.125,23,0,0
137,0.125,29,29,1
138,0.125,24,24,2
139,0.125,33,16,13
140,0.125,27,0,0
141,0.125,7,0,0
142,0.125,41,28,19
143,0.125,36,14,7
144,0.125,27,24,19
145,0.125,17,17,1
146,0.125,34,12,11
147,0.125,29,29,8
148,0.125,22,0,0
149,0.125,57,57,49
150,0.125,29,0,15
151,0.125,37,37,20
152,0.125,27,27,4
153,0.125,31,0,0
154,0.125,28,0,14
155,0.125,30,30,1
156,0.125,18,0,0
157,0.125,35,8,7
158,0.125,36,0,0
159,0.125,34,0,0
160,0.125,35,10,6
161,0.125,30,30,1
162,0.125,24,24,15
163,0.125,15,0,0
164,0.125,40,40,3
165,0.125,32,0,0
166,0.125,31,0,0
167,0.125,29,0,4
168,0.125,25,0,0
169,0.125,26,0,0
170,0.125,28,28,2
171,0.125,32,13,13
172,0.125,31,0,0
173,0.125,28,28,3
174,0.125,24,24,1
175,0.125,36,36,22
176,0.125,32,32,2
177,0.125,29,0,0
178,0.125,27,0,3
179,0.125,44,25,11
180,0.125,36,0,0
181,0.125,30,30,7
182,0.125,24,0,6
183,0.125,37,23,8
184,0.125,26,24,14
185,0.125,24,0,0
186,0.125,17,0,0
187,0.125,25,13,10
188,0.125,18,0,0
189,0.125,35,23,18
190,0.125,37,0,0
191,0.125,20,17,13
192,0.125,27,27,27
193,0.125,20,20,14
194,0.125,26,0,0
195,0.125,29,25,25
196,0.125,28,13,11
197,0.125,31,31,28
198,0.125,30,23,13
199,0.125,28,28,23
200,0.125,22,0,0
201,0.125,27,26,20
202,0.125,35,25,0
203,0.125,29,0,0
204,0.125,20,20,13
205,0.125,48,24,18
206,0.125,33,33,30
207,0.125,17,0,0
208,0.125,42,21,16
209,0.125,33,33,27
210,0.125,34,34,13
211,0.125,39,14,12
212,0.125,33,12,9
213,0.125,27,0,3
214,0.125,12,12,1
215,0.125,26,0,0
216,0.125,38,19,18
217,0.125,28,0,0
218,0.125,31,25,24
219,0.125,27,27,21
220,0.125,49,10,8
221,0.125,32,0,2
222,0.125,16,16,2
223,0.125,42,42,18
224,0.125,24,0,0
225,0.125,34,34,21
226,0.125,34,0,8
227,0.125,18,18,1
228,0.125,36,36,31
229,0.125,26,0,13
230,0.125,23,0,0
231,0.125,36,36,35
232,0.125,28,0,0
233,0.125,27,0,0
234,0.125,31,9,6
235,0.125,28,0,0
236,0.125,25,0,0
237,0.125,29,0,7
238,0.125,28,0,0
239,0.125,34,0,17
240,0.125,43,0,0
241,0.125,30,17,13
242,0.125,28,28,1
243,0.125,27,0,0
244,0.125,31,23,16
245,0.125,35,0,0
246,0.125,29,0,0
247,0.125,37,19,11
248,0.125,25,25,3
249,0.125,33,33,8
