,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.5,29,1,1,0.71875,0.71875
1,0.5,23,2,1,0.25,0.25
2,0.5,37,2,2,0.8125,0.8125
3,0.5,22,1,2,0.03125,0.03125
4,0.5,33,2,2,1.0,1.0
5,0.5,21,0,1,0.1875,0.1875
6,0.5,38,1,1,0.8125,0.8125
7,0.5,27,2,2,0.875,0.875
8,0.5,23,2,2,0.90625,0.90625
9,0.5,22,2,2,0.0625,0.0625
10,0.5,35,2,2,0.78125,0.78125
11,0.5,21,0,1,0.59375,0.59375
12,0.5,31,1,1,1.0,1.0
13,0.5,17,2,2,0.875,0.875
14,0.5,29,1,1,1.0,1.0
15,0.5,28,1,1,0.3125,0.3125
16,0.5,33,1,1,1.0,1.0
17,0.5,38,1,1,0.21875,0.21875
18,0.5,23,1,1,0.96875,0.96875
19,0.5,31,1,1,0.40625,0.40625
20,0.5,19,1,1,0.0,0.0
21,0.5,40,2,2,0.65625,0.65625
22,0.5,25,2,1,0.0,0.0
23,0.5,43,2,2,0.078125,0.078125
24,0.5,24,1,1,0.4375,0.4375
25,0.5,22,2,2,0.84375,0.84375
26,0.5,28,2,2,0.53125,0.53125
27,0.5,20,2,2,0.46875,0.46875
28,0.5,28,2,2,0.34375,0.34375
29,0.5,38,2,2,1.0,1.0
30,0.5,16,2,2,0.59375,0.59375
31,0.5,25,1,1,1.0,1.0
32,0.5,24,1,1,1.0,1.0
33,0.5,16,2,2,0.4375,0.4375
34,0.5,26,2,2,0.90625,0.90625
35,0.5,29,1,1,0.6875,0.6875
36,0.5,42,2,1,0.4375,0.4375
37,0.5,30,1,1,0.9375,0.9375
38,0.5,36,0,1,0.03125,0.03125
39,0.5,36,1,1,1.0,1.0
40,0.5,36,1,1,0.28125,0.28125
41,0.5,31,1,1,1.0,1.0
42,0.5,27,2,2,1.0,1.0
43,0.5,27,1,1,1.0,1.0
44,0.5,58,1,1,0.03125,0.03125
45,0.5,20,1,1,0.96875,0.96875
46,0.5,36,0,0,0.640625,0.640625
47,0.5,32,2,2,1.0,1.0
48,0.5,30,1,1,0.65625,0.65625
49,0.5,38,2,2,0.9375,0.9375
50,0.5,35,2,2,1.0,1.0
51,0.5,29,1,2,1.0,1.0
52,0.5,18,1,2,0.34375,0.34375
53,0.5,20,1,1,0.8125,0.8125
54,0.5,32,2,1,0.34375,0.34375
55,0.5,29,1,2,0.078125,0.078125
56,0.5,34,0,1,1.0,1.0
57,0.5,30,2,2,0.84375,0.84375
58,0.5,41,0,0,0.0,0.0
59,0.5,21,1,1,1.0,1.0
60,0.5,37,2,2,0.3125,0.3125
61,0.5,37,1,2,0.28125,0.28125
62,0.5,39,1,2,0.0625,0.0625
63,0.5,39,2,2,1.0,1.0
64,0.5,14,2,2,0.90625,0.90625
65,0.5,21,1,1,0.25,0.25
66,0.5,35,1,1,0.796875,0.796875
67,0.5,29,2,2,0.53125,0.53125
68,0.5,25,2,2,1.0,1.0
69,0.5,18,2,2,0.875,0.875
70,0.5,35,0,1,0.0,0.0
71,0.5,32,2,2,0.75,0.75
72,0.5,33,1,1,1.0,1.0
73,0.5,24,2,1,0.0,0.0
74,0.5,28,2,2,0.875,0.875
75,0.5,33,1,2,0.40625,0.40625
76,0.5,17,1,1,1.0,1.0
77,0.5,28,1,2,0.53125,0.53125
78,0.5,18,2,1,0.28125,0.28125
79,0.5,19,2,2,0.875,0.875
80,0.5,23,2,2,0.59375,0.59375
81,0.5,24,2,2,1.0,1.0
82,0.5,29,2,2,1.0,1.0
83,0.5,28,0,1,0.203125,0.203125
84,0.5,31,1,1,0.90625,0.90625
85,0.5,18,1,1,1.0,1.0
86,0.5,30,1,1,0.453125,0.453125
87,0.5,25,1,1,0.5,0.5
88,0.5,37,2,2,0.8125,0.8125
89,0.5,24,2,2,0.9375,0.9375
90,0.5,25,0,0,0.53125,0.53125
91,0.5,38,1,1,0.203125,0.203125
92,0.5,12,1,1,0.859375,0.859375
93,0.5,22,1,1,0.9375,0.9375
94,0.5,26,1,0,0.5625,0.5625
95,0.5,40,2,1,0.59375,0.59375
96,0.5,30,0,2,0.109375,0.109375
97,0.5,27,1,1,1.0,1.0
98,0.5,28,1,1,1.0,1.0
99,0.5,18,2,1,0.0,0.0
100,0.5,42,2,2,0.875,0.875
101,0.5,36,1,1,1.0,1.0
102,0.5,15,1,1,0.15625,0.15625
103,0.5,28,2,1,0.6875,0.6875
104,0.5,24,1,2,0.9375,0.9375
105,0.5,32,2,2,0.09375,0.09375
106,0.5,54,0,0,1.0,1.0
107,0.5,25,1,1,1.0,1.0
108,0.5,28,1,1,0.046875,0.046875
109,0.5,31,1,1,0.84375,0.84375
110,0.5,32,2,2,0.0625,0.0625
111,0.5,34,2,1,0.0,0.0
112,0.5,33,2,1,0.8125,0.8125
113,0.5,25,2,2,0.96875,0.96875
114,0.5,31,1,1,1.0,1.0
115,0.5,20,2,2,1.0,1.0
116,0.5,19,1,1,0.6875,0.6875
117,0.5,29,0,0,0.234375,0.234375
118,0.5,21,2,2,0.09375,0.09375
119,0.5,41,1,1,0.90625,0.90625
120,0.5,29,2,1,0.03125,0.03125
121,0.5,19,1,1,0.6875,0.6875
122,0.5,29,0,0,0.96875,0.96875
123,0.5,34,1,1,1.0,1.0
124,0.5,30,2,1,0.21875,0.21875
125,0.5,33,2,1,0.0,0.0
126,0.5,31,2,2,0.9375,0.9375
127,0.5,23,1,1,1.0,1.0
128,0.5,44,0,0,1.0,1.0
129,0.5,23,1,1,0.03125,0.03125
130,0.5,25,2,2,1.0,1.0
131,0.5,29,2,2,0.015625,0.015625
132,0.5,34,2,2,1.0,1.0
133,0.5,31,2,2,0.71875,0.71875
134,0.5,38,1,1,0.40625,0.40625
135,0.5,12,1,1,1.0,1.0
136,0.5,23,1,1,0.65625,0.65625
137,0.5,29,1,1,1.0,1.0
138,0.5,24,1,1,0.203125,0.203125
139,0.5,33,2,2,1.0,1.0
140,0.5,27,2,1,0.96875,0.96875
141,0.5,7,2,2,0.9375,0.9375
142,0.5,41,1,1,0.40625,0.40625
143,0.5,36,2,2,1.0,1.0
144,0.5,27,2,2,1.0,1.0
145,0.5,17,2,2,0.6875,0.6875
146,0.5,34,1,1,0.75,0.75
147,0.5,29,1,1,0.78125,0.78125
148,0.5,22,2,2,0.09375,0.09375
149,0.5,57,1,1,0.21875,0.21875
150,0.5,29,1,1,0.609375,0.609375
151,0.5,37,0,0,0.703125,0.703125
152,0.5,27,2,2,0.5,0.5
153,0.5,31,1,1,1.0,1.0
154,0.5,28,1,1,0.96875,0.96875
155,0.5,30,1,1,0.0,0.0
156,0.5,18,1,1,1.0,1.0
157,0.5,35,2,1,0.15625,0.15625
158,0.5,36,1,1,0.5625,0.5625
159,0.5,34,1,1,1.0,1.0
160,0.5,35,1,0,0.21875,0.21875
161,0.5,30,1,2,0.5,0.5
162,0.5,24,2,2,0.59375,0.59375
163,0.5,15,1,1,0.390625,0.390625
164,0.5,40,1,1,1.0,1.0
165,0.5,32,0,1,0.03125,0.03125
166,0.5,31,1,1,1.0,1.0
167,0.5,29,1,1,1.0,1.0
168,0.5,25,1,1,1.0,1.0
169,0.5,26,1,1,1.0,1.0
170,0.5,28,0,0,0.9375,0.9375
171,0.5,32,2,2,1.0,1.0
172,0.5,31,1,0,0.21875,0.21875
173,0.5,28,0,0,0.90625,0.90625
174,0.5,24,1,1,0.0,0.0
175,0.5,36,0,0,0.640625,0.640625
176,0.5,32,2,2,1.0,1.0
177,0.5,29,0,0,0.65625,0.65625
178,0.5,27,2,1,1.0,1.0
179,0.5,44,1,1,0.40625,0.40625
180,0.5,36,1,1,0.9375,0.9375
181,0.5,30,1,2,0.125,0.125
182,0.5,24,2,1,0.34375,0.34375
183,0.5,37,2,2,1.0,1.0
184,0.5,26,2,2,1.0,1.0
185,0.5,24,1,1,1.0,1.0
186,0.5,17,1,1,0.9375,0.9375
187,0.5,25,2,2,1.0,1.0
188,0.5,18,1,1,1.0,1.0
189,0.5,35,2,2,1.0,1.0
190,0.5,37,2,1,1.0,1.0
191,0.5,20,2,2,1.0,1.0
192,0.5,27,2,2,0.03125,0.03125
193,0.5,20,2,2,0.125,0.125
194,0.5,26,1,1,1.0,1.0
195,0.5,29,2,2,1.0,1.0
196,0.5,28,1,2,0.171875,0.171875
197,0.5,31,2,2,0.03125,0.03125
198,0.5,30,1,2,0.34375,0.34375
199,0.5,28,2,1,0.5,0.5
200,0.5,22,2,2,0.03125,0.03125
201,0.5,27,0,0,0.546875,0.546875
202,0.5,35,2,1,0.28125,0.28125
203,0.5,29,0,1,0.03125,0.03125
204,0.5,20,2,2,0.3125,0.3125
