,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.125,64,395,30,0.203125,0.8125
1,0.125,64,838,836,0.109375,0.4375
2,0.125,64,873,873,0.890625,3.5625
3,0.125,64,2,2,0.96875,3.875
4,0.125,64,534,534,0.859375,3.4375
5,0.125,64,269,269,0.375,1.5
6,0.125,64,885,709,0.328125,1.3125
7,0.125,64,590,590,0.03125,0.125
8,0.125,64,133,133,0.859375,3.4375
9,0.125,64,280,715,0.21875,0.875
10,0.125,64,211,168,0.578125,2.3125
11,0.125,64,464,512,0.109375,0.4375
12,0.125,64,800,800,0.109375,0.4375
13,0.125,64,66,68,0.046875,0.1875
14,0.125,64,587,587,0.140625,0.5625
15,0.125,64,975,975,0.015625,0.0625
16,0.125,64,889,661,0.015625,0.0625
17,0.125,64,774,435,0.015625,0.0625
18,0.125,64,138,138,0.796875,3.1875
19,0.125,64,956,956,0.265625,1.0625
20,0.125,64,569,569,0.625,2.5
21,0.125,64,214,214,0.234375,0.9375
22,0.125,64,97,97,0.296875,1.1875
23,0.125,64,919,919,0.171875,0.6875
24,0.125,64,213,213,0.765625,3.0625
25,0.125,64,233,261,0.21875,0.875
26,0.125,64,489,489,0.296875,1.1875
27,0.125,64,465,465,0.296875,1.1875
28,0.125,64,118,118,0.65625,2.625
29,0.125,64,675,575,0.0,0.0
30,0.125,64,327,327,0.046875,0.1875
31,0.125,64,784,695,0.296875,1.1875
32,0.125,64,190,153,0.09375,0.375
33,0.125,64,545,518,0.21875,0.875
34,0.125,64,506,506,0.5625,2.25
35,0.125,64,480,877,0.25,1.0
36,0.125,64,133,16,0.484375,1.9375
37,0.125,64,886,886,0.96875,3.875
38,0.125,64,967,762,0.140625,0.5625
39,0.125,64,643,837,0.015625,0.0625
40,0.125,64,562,655,0.078125,0.3125
41,0.125,64,396,396,0.1875,0.75
42,0.125,64,570,570,0.25,1.0
43,0.125,64,690,690,0.03125,0.125
44,0.125,64,902,840,0.03125,0.125
45,0.125,64,5,34,0.015625,0.0625
46,0.125,64,914,914,0.796875,3.1875
47,0.125,64,801,801,0.4375,1.75
48,0.125,64,149,149,0.390625,1.5625
49,0.125,64,828,828,0.75,3.0
50,0.125,64,965,965,0.671875,2.6875
51,0.125,64,902,823,0.015625,0.0625
52,0.125,64,962,962,0.515625,2.0625
53,0.125,64,599,410,0.09375,0.375
54,0.125,64,654,609,0.484375,1.9375
55,0.125,64,709,477,0.0625,0.25
56,0.125,64,532,532,0.734375,2.9375
57,0.125,64,706,706,0.234375,0.9375
58,0.125,64,975,975,0.1875,0.75
59,0.125,64,933,933,0.15625,0.625
60,0.125,64,171,171,0.453125,1.8125
61,0.125,64,597,597,0.1875,0.75
62,0.125,64,528,528,0.375,1.5
63,0.125,64,752,752,0.3125,1.25
64,0.125,64,269,269,0.765625,3.0625
65,0.125,64,282,281,0.0625,0.25
66,0.125,64,799,877,0.15625,0.625
67,0.125,64,289,289,0.890625,3.5625
68,0.125,64,942,942,0.4375,1.75
69,0.125,64,937,937,0.109375,0.4375
70,0.125,64,924,924,0.9375,3.75
71,0.125,64,705,705,0.296875,1.1875
72,0.125,64,202,202,0.265625,1.0625
73,0.125,64,618,544,0.234375,0.9375
74,0.125,64,278,272,0.0625,0.25
75,0.125,64,583,583,0.03125,0.125
76,0.125,64,419,419,0.40625,1.625
77,0.125,64,84,84,1.0,4.0
78,0.125,64,688,688,0.328125,1.3125
79,0.125,64,351,351,0.46875,1.875
80,0.125,64,806,806,0.875,3.5
81,0.125,64,884,500,0.328125,1.3125
82,0.125,64,145,145,0.90625,3.625
83,0.125,64,335,335,0.09375,0.375
84,0.125,64,633,422,0.0,0.0
85,0.125,64,360,98,0.359375,1.4375
86,0.125,64,715,715,0.125,0.5
87,0.125,64,78,78,0.921875,3.6875
88,0.125,64,935,935,0.609375,2.4375
89,0.125,64,171,171,0.296875,1.1875
90,0.125,64,603,603,0.125,0.5
91,0.125,64,389,389,0.6875,2.75
92,0.125,64,370,370,0.359375,1.4375
93,0.125,64,449,449,0.125,0.5
94,0.125,64,572,509,0.21875,0.875
95,0.125,64,60,60,0.125,0.5
96,0.125,64,779,779,0.203125,0.8125
97,0.125,64,347,347,0.75,3.0
98,0.125,64,370,370,0.234375,0.9375
99,0.125,64,690,690,0.40625,1.625
100,0.125,64,910,938,0.09375,0.375
101,0.125,64,365,365,0.890625,3.5625
102,0.125,64,162,263,0.3125,1.25
103,0.125,64,837,970,0.390625,1.5625
104,0.125,64,603,690,0.25,1.0
105,0.125,64,286,286,0.515625,2.0625
106,0.125,64,264,264,0.296875,1.1875
107,0.125,64,747,669,0.0,0.0
108,0.125,64,649,649,0.90625,3.625
109,0.125,64,486,486,0.671875,2.6875
110,0.125,64,512,512,0.109375,0.4375
111,0.125,64,828,828,0.421875,1.6875
112,0.125,64,955,955,0.203125,0.8125
113,0.125,64,680,680,0.125,0.5
114,0.125,64,893,549,0.0,0.0
115,0.125,64,385,385,0.140625,0.5625
116,0.125,64,965,965,0.71875,2.875
117,0.125,64,609,609,0.015625,0.0625
118,0.125,64,131,131,0.84375,3.375
119,0.125,64,717,717,0.21875,0.875
120,0.125,64,819,619,0.0,0.0
121,0.125,64,870,444,0.28125,1.125
122,0.125,64,237,237,0.40625,1.625
123,0.125,64,562,974,0.3125,1.25
124,0.125,64,48,48,0.453125,1.8125
125,0.125,64,979,975,0.140625,0.5625
126,0.125,64,834,785,0.203125,0.8125
127,0.125,64,709,893,0.203125,0.8125
128,0.125,64,109,109,0.25,1.0
129,0.125,64,511,757,0.109375,0.4375
130,0.125,64,778,778,0.015625,0.0625
131,0.125,64,521,521,0.296875,1.1875
132,0.125,64,996,991,0.03125,0.125
133,0.125,64,827,896,0.109375,0.4375
134,0.125,64,241,241,0.15625,0.625
135,0.125,64,700,700,0.21875,0.875
136,0.125,64,635,622,0.109375,0.4375
137,0.125,64,388,388,0.84375,3.375
138,0.125,64,124,114,0.09375,0.375
139,0.125,64,468,468,0.90625,3.625
140,0.125,64,774,774,0.421875,1.6875
141,0.125,64,662,605,0.3125,1.25
142,0.125,64,682,682,0.875,3.5
143,0.125,64,591,591,0.84375,3.375
144,0.125,64,941,941,0.65625,2.625
145,0.125,64,51,51,0.4375,1.75
146,0.125,64,75,450,0.046875,0.1875
147,0.125,64,136,136,0.84375,3.375
148,0.125,64,182,182,0.5,2.0
149,0.125,64,901,901,0.34375,1.375
150,0.125,64,41,41,0.140625,0.5625
151,0.125,64,289,289,0.96875,3.875
152,0.125,64,19,13,0.28125,1.125
153,0.125,64,924,924,0.609375,2.4375
154,0.125,64,516,431,0.84375,3.375
155,0.125,64,258,258,0.75,3.0
156,0.125,64,976,970,0.21875,0.875
157,0.125,64,754,485,0.6875,2.75
158,0.125,64,791,791,0.453125,1.8125
159,0.125,64,675,817,0.0625,0.25
160,0.125,64,317,317,0.4375,1.75
