,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.125,64,395,30,0.1875,0.75
1,0.125,64,838,838,0.125,0.5
2,0.125,64,873,873,0.875,3.5
3,0.125,64,2,2,1.0,4.0
4,0.125,64,534,534,0.875,3.5
5,0.125,64,269,269,0.75,3.0
6,0.125,64,885,709,0.4375,1.75
7,0.125,64,590,508,0.0625,0.25
8,0.125,64,133,133,1.0,4.0
9,0.125,64,280,715,0.125,0.5
10,0.125,64,211,211,0.375,1.5
11,0.125,64,464,512,0.125,0.5
12,0.125,64,800,865,0.3125,1.25
13,0.125,64,66,66,0.0625,0.25
14,0.125,64,587,587,0.625,2.5
15,0.125,64,975,975,0.125,0.5
16,0.125,64,889,421,0.0,0.0
17,0.125,64,774,774,0.3125,1.25
18,0.125,64,138,138,0.875,3.5
19,0.125,64,956,956,0.875,3.5
20,0.125,64,569,569,0.875,3.5
21,0.125,64,214,214,0.5,2.0
22,0.125,64,97,97,0.5,2.0
23,0.125,64,919,693,0.0625,0.25
24,0.125,64,213,213,0.8125,3.25
25,0.125,64,233,233,0.375,1.5
26,0.125,64,489,489,0.1875,0.75
27,0.125,64,465,465,0.5625,2.25
28,0.125,64,118,118,0.6875,2.75
29,0.125,64,675,412,0.125,0.5
30,0.125,64,327,327,0.4375,1.75
31,0.125,64,784,695,0.75,3.0
32,0.125,64,190,153,0.0,0.0
33,0.125,64,545,518,0.125,0.5
34,0.125,64,506,506,0.8125,3.25
35,0.125,64,480,480,0.3125,1.25
36,0.125,64,133,133,0.4375,1.75
37,0.125,64,886,886,0.875,3.5
38,0.125,64,967,762,0.375,1.5
39,0.125,64,643,629,0.0,0.0
40,0.125,64,562,562,0.375,1.5
41,0.125,64,396,108,0.0,0.0
42,0.125,64,570,570,0.375,1.5
43,0.125,64,690,690,0.25,1.0
44,0.125,64,902,902,0.25,1.0
45,0.125,64,5,6,0.375,1.5
46,0.125,64,914,914,0.6875,2.75
47,0.125,64,801,801,0.4375,1.75
48,0.125,64,149,149,0.6875,2.75
49,0.125,64,828,828,1.0,4.0
50,0.125,64,965,965,0.5625,2.25
51,0.125,64,902,902,0.375,1.5
52,0.125,64,962,962,0.875,3.5
53,0.125,64,599,410,0.125,0.5
54,0.125,64,654,609,0.6875,2.75
55,0.125,64,709,709,0.25,1.0
56,0.125,64,532,532,0.8125,3.25
57,0.125,64,706,706,0.4375,1.75
58,0.125,64,975,975,0.1875,0.75
59,0.125,64,933,934,0.125,0.5
60,0.125,64,171,171,0.3125,1.25
61,0.125,64,597,597,0.4375,1.75
62,0.125,64,528,528,0.5625,2.25
63,0.125,64,752,752,0.5,2.0
64,0.125,64,269,269,0.75,3.0
65,0.125,64,282,281,0.1875,0.75
66,0.125,64,799,604,0.0,0.0
67,0.125,64,289,289,0.875,3.5
68,0.125,64,942,942,0.6875,2.75
69,0.125,64,937,937,0.875,3.5
70,0.125,64,924,924,1.0,4.0
71,0.125,64,705,705,0.5,2.0
72,0.125,64,202,202,0.8125,3.25
73,0.125,64,618,544,0.4375,1.75
74,0.125,64,278,280,0.25,1.0
75,0.125,64,583,583,0.5,2.0
76,0.125,64,419,419,0.3125,1.25
77,0.125,64,84,84,0.875,3.5
78,0.125,64,688,688,0.3125,1.25
79,0.125,64,351,351,0.5625,2.25
80,0.125,64,806,658,0.1875,0.75
81,0.125,64,884,500,0.375,1.5
82,0.125,64,145,145,0.8125,3.25
83,0.125,64,335,335,0.4375,1.75
84,0.125,64,633,526,0.0,0.0
85,0.125,64,360,360,0.5,2.0
86,0.125,64,715,715,0.875,3.5
87,0.125,64,78,78,1.0,4.0
88,0.125,64,935,961,0.0625,0.25
89,0.125,64,171,171,0.25,1.0
90,0.125,64,603,603,0.3125,1.25
91,0.125,64,389,389,1.0,4.0
92,0.125,64,370,370,0.5,2.0
93,0.125,64,449,449,0.3125,1.25
94,0.125,64,572,509,0.0,0.0
95,0.125,64,60,60,0.0,0.0
96,0.125,64,779,779,0.625,2.5
97,0.125,64,347,347,0.875,3.5
98,0.125,64,370,370,0.375,1.5
99,0.125,64,690,690,0.25,1.0
100,0.125,64,910,938,0.25,1.0
101,0.125,64,365,365,0.6875,2.75
102,0.125,64,162,162,0.0625,0.25
103,0.125,64,837,970,0.5625,2.25
104,0.125,64,603,603,0.125,0.5
105,0.125,64,286,286,0.5625,2.25
