,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.0625,29,1,1,0.96875,7.75
1,0.0625,23,2,1,0.8125,6.5
2,0.0625,37,2,1,0.421875,3.375
3,0.0625,22,1,1,0.71875,5.75
4,0.0625,33,2,2,0.125,1.0
5,0.0625,21,0,1,0.90625,7.25
6,0.0625,38,1,1,0.484375,3.875
7,0.0625,27,2,1,0.53125,4.25
8,0.0625,23,2,1,0.4375,3.5
9,0.0625,22,2,1,0.59375,4.75
10,0.0625,35,2,1,0.40625,3.25
11,0.0625,21,0,1,0.75,6.0
12,0.0625,31,1,1,0.609375,4.875
13,0.0625,17,2,1,0.125,1.0
14,0.0625,29,1,1,1.0,8.0
15,0.0625,28,1,1,0.34375,2.75
16,0.0625,33,1,1,0.5625,4.5
17,0.0625,38,1,1,0.21875,1.75
18,0.0625,23,1,1,0.90625,7.25
19,0.0625,31,1,1,0.34375,2.75
20,0.0625,19,1,1,0.640625,5.125
21,0.0625,40,2,1,0.34375,2.75
22,0.0625,25,2,1,0.8125,6.5
23,0.0625,43,2,1,0.640625,5.125
24,0.0625,24,1,1,0.703125,5.625
25,0.0625,22,2,1,0.4375,3.5
26,0.0625,28,2,1,0.5,4.0
27,0.0625,20,2,1,0.8125,6.5
28,0.0625,28,2,1,0.578125,4.625
29,0.0625,38,2,1,0.28125,2.25
30,0.0625,16,2,1,0.625,5.0
31,0.0625,25,1,1,0.84375,6.75
32,0.0625,24,1,1,0.8125,6.5
33,0.0625,16,2,1,0.65625,5.25
34,0.0625,26,2,1,0.40625,3.25
35,0.0625,29,1,1,0.875,7.0
36,0.0625,42,2,1,0.1875,1.5
37,0.0625,30,1,1,0.9375,7.5
38,0.0625,36,0,1,0.40625,3.25
39,0.0625,36,1,1,0.71875,5.75
40,0.0625,36,1,1,0.34375,2.75
41,0.0625,31,1,1,0.8125,6.5
42,0.0625,27,2,1,0.0,0.0
43,0.0625,27,1,1,0.625,5.0
44,0.0625,58,1,1,0.21875,1.75
45,0.0625,20,1,1,0.5625,4.5
46,0.0625,36,0,1,0.640625,5.125
47,0.0625,32,2,1,0.0,0.0
48,0.0625,30,1,1,0.8125,6.5
49,0.0625,38,2,1,0.5625,4.5
50,0.0625,35,2,2,0.109375,0.875
51,0.0625,29,1,1,0.125,1.0
52,0.0625,18,1,1,0.078125,0.625
53,0.0625,20,1,1,0.65625,5.25
54,0.0625,32,2,1,0.5625,4.5
55,0.0625,29,1,1,0.65625,5.25
56,0.0625,34,0,1,0.375,3.0
57,0.0625,30,2,1,0.15625,1.25
58,0.0625,41,0,1,0.5625,4.5
59,0.0625,21,1,1,1.0,8.0
60,0.0625,37,2,1,0.5625,4.5
61,0.0625,37,1,1,0.0625,0.5
62,0.0625,39,1,1,0.40625,3.25
63,0.0625,39,2,1,0.1875,1.5
64,0.0625,14,2,1,0.625,5.0
65,0.0625,21,1,1,0.28125,2.25
66,0.0625,35,1,1,0.25,2.0
67,0.0625,29,2,1,0.125,1.0
68,0.0625,25,2,1,0.15625,1.25
69,0.0625,18,2,1,0.40625,3.25
70,0.0625,35,0,1,0.78125,6.25
71,0.0625,32,2,2,0.0625,0.5
72,0.0625,33,1,1,0.875,7.0
73,0.0625,24,2,1,0.78125,6.25
74,0.0625,28,2,1,0.4375,3.5
75,0.0625,33,1,1,0.0,0.0
76,0.0625,17,1,1,0.5625,4.5
77,0.0625,28,1,1,0.15625,1.25
78,0.0625,18,2,1,0.875,7.0
79,0.0625,19,2,1,0.59375,4.75
80,0.0625,23,2,1,0.46875,3.75
81,0.0625,24,2,1,0.3125,2.5
82,0.0625,29,2,1,0.25,2.0
83,0.0625,28,0,1,0.34375,2.75
84,0.0625,31,1,1,0.46875,3.75
85,0.0625,18,1,1,1.0,8.0
86,0.0625,30,1,1,0.4375,3.5
87,0.0625,25,1,1,0.75,6.0
88,0.0625,37,2,1,0.4375,3.5
89,0.0625,24,2,1,0.40625,3.25
90,0.0625,25,0,1,0.625,5.0
91,0.0625,38,1,1,0.4375,3.5
92,0.0625,12,1,1,0.8125,6.5
93,0.0625,22,1,1,0.71875,5.75
94,0.0625,26,1,1,0.46875,3.75
95,0.0625,40,2,1,0.546875,4.375
96,0.0625,30,0,1,0.5,4.0
97,0.0625,27,1,1,0.75,6.0
98,0.0625,28,1,1,0.890625,7.125
99,0.0625,18,2,1,0.84375,6.75
100,0.0625,42,2,2,0.09375,0.75
101,0.0625,36,1,1,0.84375,6.75
102,0.0625,15,1,1,0.75,6.0
103,0.0625,28,2,1,0.59375,4.75
104,0.0625,24,1,1,0.625,5.0
105,0.0625,32,2,1,0.6875,5.5
106,0.0625,54,0,2,0.109375,0.875
107,0.0625,25,1,1,0.90625,7.25
108,0.0625,28,1,2,0.078125,0.625
109,0.0625,31,1,1,0.84375,6.75
110,0.0625,32,2,1,0.78125,6.25
