,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.125,29,1,1,1.0,4.0
1,0.125,23,2,1,0.375,1.5
2,0.125,37,2,1,0.15625,0.625
3,0.125,22,1,1,0.5,2.0
4,0.125,33,2,2,0.6875,2.75
5,0.125,21,0,1,0.78125,3.125
6,0.125,38,1,1,0.46875,1.875
7,0.125,27,2,1,0.0625,0.25
8,0.125,23,2,1,0.0,0.0
9,0.125,22,2,1,0.4375,1.75
10,0.125,35,2,1,0.25,1.0
11,0.125,21,0,1,0.75,3.0
12,0.125,31,1,1,0.8125,3.25
13,0.125,17,2,2,0.4375,1.75
14,0.125,29,1,1,1.0,4.0
15,0.125,28,1,1,0.0625,0.25
16,0.125,33,1,1,0.6875,2.75
17,0.125,38,1,1,0.4375,1.75
18,0.125,23,1,1,0.875,3.5
19,0.125,31,1,1,0.1875,0.75
20,0.125,19,1,1,0.5625,2.25
21,0.125,40,2,1,0.0625,0.25
22,0.125,25,2,1,1.0,4.0
23,0.125,43,2,1,0.4375,1.75
24,0.125,24,1,1,0.65625,2.625
25,0.125,22,2,1,0.25,1.0
26,0.125,28,2,1,0.0,0.0
27,0.125,20,2,1,0.6875,2.75
28,0.125,28,2,1,0.625,2.5
29,0.125,38,2,2,0.0625,0.25
30,0.125,16,2,1,0.4375,1.75
31,0.125,25,1,1,0.625,2.5
32,0.125,24,1,1,0.6875,2.75
33,0.125,16,2,1,0.3125,1.25
34,0.125,26,2,1,0.125,0.5
35,0.125,29,1,1,1.0,4.0
36,0.125,42,2,2,0.125,0.5
37,0.125,30,1,1,1.0,4.0
38,0.125,36,0,1,0.09375,0.375
39,0.125,36,1,1,0.5625,2.25
40,0.125,36,1,1,0.1875,0.75
41,0.125,31,1,1,0.6875,2.75
42,0.125,27,2,2,0.75,3.0
43,0.125,27,1,1,0.625,2.5
44,0.125,58,1,1,0.125,0.5
45,0.125,20,1,1,0.5,2.0
46,0.125,36,0,1,0.65625,2.625
47,0.125,32,2,2,0.1875,0.75
48,0.125,30,1,1,0.625,2.5
49,0.125,38,2,1,0.3125,1.25
50,0.125,35,2,2,0.375,1.5
51,0.125,29,1,2,0.25,1.0
52,0.125,18,1,2,0.15625,0.625
53,0.125,20,1,1,0.75,3.0
54,0.125,32,2,1,0.625,2.5
55,0.125,29,1,1,0.5,2.0
56,0.125,34,0,1,0.1875,0.75
57,0.125,30,2,2,0.0625,0.25
58,0.125,41,0,1,0.125,0.5
59,0.125,21,1,1,1.0,4.0
60,0.125,37,2,1,0.5625,2.25
61,0.125,37,1,2,0.53125,2.125
62,0.125,39,1,2,0.25,1.0
63,0.125,39,2,2,0.3125,1.25
64,0.125,14,2,1,0.375,1.5
