,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.25,64,395,30,0.15625,0.3125
1,0.25,64,838,836,0.203125,0.40625
2,0.25,64,873,873,1.0,2.0
3,0.25,64,2,2,1.0,2.0
4,0.25,64,534,534,1.0,2.0
5,0.25,64,269,269,0.734375,1.46875
6,0.25,64,885,893,0.046875,0.09375
7,0.25,64,590,590,0.53125,1.0625
8,0.25,64,133,133,1.0,2.0
9,0.25,64,280,280,0.15625,0.3125
10,0.25,64,211,168,0.625,1.25
11,0.25,64,464,777,0.078125,0.15625
12,0.25,64,800,800,0.234375,0.46875
13,0.25,64,66,66,0.078125,0.15625
14,0.25,64,587,587,0.5625,1.125
15,0.25,64,975,733,0.21875,0.4375
16,0.25,64,889,454,0.015625,0.03125
17,0.25,64,774,774,0.09375,0.1875
18,0.25,64,138,138,1.0,2.0
19,0.25,64,956,956,0.78125,1.5625
20,0.25,64,569,569,0.890625,1.78125
21,0.25,64,214,214,0.796875,1.59375
22,0.25,64,97,97,0.390625,0.78125
23,0.25,64,919,919,0.03125,0.0625
24,0.25,64,213,213,1.0,2.0
25,0.25,64,233,170,0.109375,0.21875
26,0.25,64,489,489,0.375,0.75
27,0.25,64,465,465,0.015625,0.03125
28,0.25,64,118,118,0.90625,1.8125
29,0.25,64,675,408,0.046875,0.09375
30,0.25,64,327,327,0.359375,0.71875
31,0.25,64,784,695,0.84375,1.6875
32,0.25,64,190,190,0.234375,0.46875
33,0.25,64,545,518,0.125,0.25
34,0.25,64,506,506,0.96875,1.9375
35,0.25,64,480,877,0.234375,0.46875
36,0.25,64,133,16,0.203125,0.40625
37,0.25,64,886,886,1.0,2.0
38,0.25,64,967,760,0.0625,0.125
39,0.25,64,643,629,0.015625,0.03125
40,0.25,64,562,838,0.171875,0.34375
41,0.25,64,396,396,0.796875,1.59375
42,0.25,64,570,570,0.59375,1.1875
43,0.25,64,690,690,0.203125,0.40625
44,0.25,64,902,840,0.453125,0.90625
45,0.25,64,5,34,0.296875,0.59375
46,0.25,64,914,914,0.9375,1.875
47,0.25,64,801,801,0.359375,0.71875
48,0.25,64,149,149,0.421875,0.84375
49,0.25,64,828,828,1.0,2.0
50,0.25,64,965,965,0.96875,1.9375
51,0.25,64,902,902,0.6875,1.375
