,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.25,64,395,29,0.0,0.0
1,0.25,64,838,445,0.0,0.0
2,0.25,64,873,873,1.0,2.0
3,0.25,64,2,2,1.0,2.0
4,0.25,64,534,534,1.0,2.0
5,0.25,64,269,269,0.5,1.0
6,0.25,64,885,709,0.5,1.0
7,0.25,64,590,590,0.0,0.0
8,0.25,64,133,133,1.0,2.0
9,0.25,64,280,126,0.0,0.0
10,0.25,64,211,211,0.5,1.0
11,0.25,64,464,777,0.25,0.5
12,0.25,64,800,800,0.25,0.5
13,0.25,64,66,329,0.25,0.5
14,0.25,64,587,587,0.25,0.5
15,0.25,64,975,144,0.0,0.0
16,0.25,64,889,432,0.0,0.0
17,0.25,64,774,774,0.0,0.0
18,0.25,64,138,138,1.0,2.0
19,0.25,64,956,956,1.0,2.0
20,0.25,64,569,569,1.0,2.0
21,0.25,64,214,214,1.0,2.0
22,0.25,64,97,97,0.5,1.0
23,0.25,64,919,391,0.0,0.0
24,0.25,64,213,213,1.0,2.0
25,0.25,64,233,233,0.5,1.0
26,0.25,64,489,489,0.5,1.0
27,0.25,64,465,414,0.0,0.0
28,0.25,64,118,118,0.5,1.0
29,0.25,64,675,847,0.25,0.5
30,0.25,64,327,329,0.25,0.5
31,0.25,64,784,695,0.5,1.0
32,0.25,64,190,153,0.0,0.0
33,0.25,64,545,477,0.0,0.0
34,0.25,64,506,506,0.5,1.0
35,0.25,64,480,877,0.25,0.5
36,0.25,64,133,16,0.25,0.5
37,0.25,64,886,886,1.0,2.0
38,0.25,64,967,762,0.5,1.0
39,0.25,64,643,487,0.0,0.0
40,0.25,64,562,838,0.25,0.5
41,0.25,64,396,396,0.5,1.0
42,0.25,64,570,570,0.25,0.5
43,0.25,64,690,29,0.0,0.0
44,0.25,64,902,840,0.5,1.0
45,0.25,64,5,34,0.25,0.5
46,0.25,64,914,914,1.0,2.0
47,0.25,64,801,801,0.5,1.0
48,0.25,64,149,149,1.0,2.0
49,0.25,64,828,828,1.0,2.0
50,0.25,64,965,965,1.0,2.0
51,0.25,64,902,902,0.25,0.5
52,0.25,64,962,962,0.5,1.0
53,0.25,64,599,410,0.5,1.0
54,0.25,64,654,609,1.0,2.0
55,0.25,64,709,696,0.25,0.5
56,0.25,64,532,532,0.5,1.0
57,0.25,64,706,706,1.0,2.0
58,0.25,64,975,975,1.0,2.0
59,0.25,64,933,933,0.5,1.0
60,0.25,64,171,171,0.5,1.0
61,0.25,64,597,597,1.0,2.0
62,0.25,64,528,528,1.0,2.0
63,0.25,64,752,752,0.5,1.0
64,0.25,64,269,269,1.0,2.0
65,0.25,64,282,285,0.25,0.5
66,0.25,64,799,224,0.0,0.0
67,0.25,64,289,289,1.0,2.0
68,0.25,64,942,942,0.25,0.5
69,0.25,64,937,937,0.25,0.5
70,0.25,64,924,924,1.0,2.0
71,0.25,64,705,705,0.5,1.0
72,0.25,64,202,202,1.0,2.0
73,0.25,64,618,544,0.25,0.5
74,0.25,64,278,272,0.25,0.5
75,0.25,64,583,437,0.0,0.0
76,0.25,64,419,419,1.0,2.0
77,0.25,64,84,84,1.0,2.0
78,0.25,64,688,477,0.0,0.0
79,0.25,64,351,351,1.0,2.0
80,0.25,64,806,806,1.0,2.0
81,0.25,64,884,35,0.0,0.0
82,0.25,64,145,145,1.0,2.0
83,0.25,64,335,335,1.0,2.0
84,0.25,64,633,422,0.0,0.0
85,0.25,64,360,98,0.0,0.0
86,0.25,64,715,715,0.5,1.0
87,0.25,64,78,78,1.0,2.0
88,0.25,64,935,935,1.0,2.0
89,0.25,64,171,172,0.0,0.0
90,0.25,64,603,661,0.25,0.5
91,0.25,64,389,389,1.0,2.0
92,0.25,64,370,370,1.0,2.0
93,0.25,64,449,449,0.5,1.0
94,0.25,64,572,509,0.5,1.0
95,0.25,64,60,60,0.25,0.5
96,0.25,64,779,779,0.5,1.0
97,0.25,64,347,347,1.0,2.0
98,0.25,64,370,370,0.5,1.0
99,0.25,64,690,690,0.25,0.5
100,0.25,64,910,938,0.5,1.0
101,0.25,64,365,365,1.0,2.0
102,0.25,64,162,162,0.0,0.0
103,0.25,64,837,970,0.5,1.0
104,0.25,64,603,603,0.0,0.0
105,0.25,64,286,286,1.0,2.0
106,0.25,64,264,264,0.25,0.5
107,0.25,64,747,604,0.25,0.5
108,0.25,64,649,649,0.5,1.0
109,0.25,64,486,486,0.5,1.0
110,0.25,64,512,400,0.0,0.0
111,0.25,64,828,6,0.0,0.0
112,0.25,64,955,955,0.5,1.0
113,0.25,64,680,680,0.5,1.0
114,0.25,64,893,549,0.25,0.5
115,0.25,64,385,385,0.0,0.0
116,0.25,64,965,965,1.0,2.0
117,0.25,64,609,609,0.25,0.5
118,0.25,64,131,131,1.0,2.0
119,0.25,64,717,717,0.5,1.0
120,0.25,64,819,470,0.0,0.0
121,0.25,64,870,444,0.0,0.0
122,0.25,64,237,237,0.5,1.0
123,0.25,64,562,974,0.25,0.5
124,0.25,64,48,48,0.5,1.0
125,0.25,64,979,975,1.0,2.0
126,0.25,64,834,834,0.25,0.5
127,0.25,64,709,893,0.5,1.0
128,0.25,64,109,109,1.0,2.0
129,0.25,64,511,511,0.5,1.0
130,0.25,64,778,435,0.0,0.0
131,0.25,64,521,521,1.0,2.0
132,0.25,64,996,996,0.5,1.0
133,0.25,64,827,896,0.25,0.5
134,0.25,64,241,241,0.5,1.0
135,0.25,64,700,112,0.0,0.0
136,0.25,64,635,409,0.25,0.5
137,0.25,64,388,388,1.0,2.0
138,0.25,64,124,124,0.5,1.0
139,0.25,64,468,468,1.0,2.0
140,0.25,64,774,774,1.0,2.0
141,0.25,64,662,605,0.25,0.5
142,0.25,64,682,682,1.0,2.0
143,0.25,64,591,591,1.0,2.0
144,0.25,64,941,941,1.0,2.0
145,0.25,64,51,51,1.0,2.0
146,0.25,64,75,538,0.0,0.0
147,0.25,64,136,136,1.0,2.0
148,0.25,64,182,182,0.5,1.0
149,0.25,64,901,901,0.25,0.5
150,0.25,64,41,41,0.25,0.5
151,0.25,64,289,289,1.0,2.0
152,0.25,64,19,12,0.25,0.5
153,0.25,64,924,924,1.0,2.0
154,0.25,64,516,431,0.0,0.0
155,0.25,64,258,258,1.0,2.0
156,0.25,64,976,970,0.0,0.0
157,0.25,64,754,485,1.0,2.0
158,0.25,64,791,791,1.0,2.0
159,0.25,64,675,468,0.0,0.0
160,0.25,64,317,317,1.0,2.0
161,0.25,64,261,261,1.0,2.0
162,0.25,64,124,329,0.25,0.5
163,0.25,64,667,529,0.5,1.0
164,0.25,64,170,221,1.0,2.0
165,0.25,64,257,230,0.0,0.0
166,0.25,64,418,767,0.5,1.0
167,0.25,64,108,116,0.0,0.0
168,0.25,64,185,186,0.25,0.5
169,0.25,64,746,746,1.0,2.0
170,0.25,64,528,504,0.0,0.0
171,0.25,64,107,107,0.5,1.0
172,0.25,64,578,982,0.5,1.0
173,0.25,64,674,535,0.0,0.0
174,0.25,64,240,241,0.5,1.0
175,0.25,64,478,478,0.5,1.0
176,0.25,64,922,922,1.0,2.0
177,0.25,64,905,905,0.5,1.0
178,0.25,64,50,975,0.5,1.0
179,0.25,64,463,738,0.25,0.5
180,0.25,64,256,256,0.25,0.5
181,0.25,64,507,695,1.0,2.0
182,0.25,64,392,392,1.0,2.0
183,0.25,64,884,884,1.0,2.0
184,0.25,64,714,679,0.0,0.0
185,0.25,64,47,352,0.0,0.0
186,0.25,64,271,271,1.0,2.0
187,0.25,64,136,136,0.25,0.5
188,0.25,64,274,278,0.25,0.5
189,0.25,64,188,188,0.5,1.0
190,0.25,64,210,210,0.5,1.0
191,0.25,64,349,348,0.0,0.0
192,0.25,64,262,163,0.25,0.5
193,0.25,64,171,168,0.5,1.0
194,0.25,64,20,20,1.0,2.0
195,0.25,64,421,421,0.5,1.0
196,0.25,64,506,533,1.0,2.0
197,0.25,64,366,366,0.5,1.0
198,0.25,64,508,508,1.0,2.0
199,0.25,64,984,984,1.0,2.0
200,0.25,64,456,456,0.0,0.0
201,0.25,64,921,424,0.0,0.0
202,0.25,64,2,2,1.0,2.0
203,0.25,64,328,328,0.25,0.5
204,0.25,64,792,76,0.0,0.0
205,0.25,64,561,583,0.5,1.0
206,0.25,64,503,572,0.25,0.5
207,0.25,64,745,622,0.5,1.0
208,0.25,64,303,303,0.0,0.0
209,0.25,64,111,111,1.0,2.0
210,0.25,64,996,996,1.0,2.0
211,0.25,64,891,891,1.0,2.0
212,0.25,64,504,607,0.0,0.0
