,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.25,29,1,1,1.0,2.0
1,0.25,23,2,1,0.375,0.75
2,0.25,37,2,1,0.0,0.0
3,0.25,22,1,1,0.375,0.75
4,0.25,33,2,2,0.9375,1.875
5,0.25,21,0,1,0.34375,0.6875
6,0.25,38,1,1,0.34375,0.6875
7,0.25,27,2,2,0.34375,0.6875
8,0.25,23,2,2,0.25,0.5
9,0.25,22,2,1,0.1875,0.375
10,0.25,35,2,2,0.3125,0.625
11,0.25,21,0,1,0.625,1.25
12,0.25,31,1,1,0.9375,1.875
13,0.25,17,2,2,0.8125,1.625
14,0.25,29,1,1,1.0,2.0
15,0.25,28,1,2,0.1875,0.375
16,0.25,33,1,1,0.875,1.75
17,0.25,38,1,1,0.09375,0.1875
18,0.25,23,1,1,0.8125,1.625
19,0.25,31,1,1,0.4375,0.875
20,0.25,19,1,1,0.1875,0.375
21,0.25,40,2,2,0.125,0.25
22,0.25,25,2,1,0.59375,1.1875
23,0.25,43,2,1,0.34375,0.6875
24,0.25,24,1,1,0.40625,0.8125
25,0.25,22,2,2,0.0625,0.125
26,0.25,28,2,2,0.375,0.75
27,0.25,20,2,1,0.1875,0.375
28,0.25,28,2,1,0.5,1.0
29,0.25,38,2,2,0.3125,0.625
30,0.25,16,2,2,0.0625,0.125
31,0.25,25,1,1,0.4375,0.875
32,0.25,24,1,1,0.375,0.75
33,0.25,16,2,1,0.1875,0.375
34,0.25,26,2,2,0.625,1.25
35,0.25,29,1,1,0.875,1.75
36,0.25,42,2,2,0.0625,0.125
37,0.25,30,1,1,1.0,2.0
38,0.25,36,0,1,0.21875,0.4375
39,0.25,36,1,1,0.5625,1.125
40,0.25,36,1,1,0.0,0.0
41,0.25,31,1,1,0.84375,1.6875
42,0.25,27,2,2,0.9375,1.875
43,0.25,27,1,1,0.875,1.75
44,0.25,58,1,2,0.40625,0.8125
45,0.25,20,1,1,0.375,0.75
46,0.25,36,0,1,0.03125,0.0625
47,0.25,32,2,2,0.375,0.75
48,0.25,30,1,1,0.375,0.75
49,0.25,38,2,2,0.4375,0.875
50,0.25,35,2,2,0.625,1.25
51,0.25,29,1,2,0.75,1.5
52,0.25,18,1,2,0.34375,0.6875
53,0.25,20,1,1,0.5,1.0
54,0.25,32,2,1,0.8125,1.625
55,0.25,29,1,2,0.0625,0.125
56,0.25,34,0,1,0.0625,0.125
57,0.25,30,2,2,0.1875,0.375
58,0.25,41,0,2,0.46875,0.9375
59,0.25,21,1,1,1.0,2.0
60,0.25,37,2,1,0.0625,0.125
61,0.25,37,1,2,0.46875,0.9375
62,0.25,39,1,2,0.5625,1.125
63,0.25,39,2,2,0.9375,1.875
64,0.25,14,2,1,0.125,0.25
65,0.25,21,1,2,0.1875,0.375
66,0.25,35,1,2,0.09375,0.1875
67,0.25,29,2,2,0.75,1.5
68,0.25,25,2,2,0.5625,1.125
69,0.25,18,2,2,0.5625,1.125
70,0.25,35,0,1,0.5625,1.125
71,0.25,32,2,2,0.875,1.75
72,0.25,33,1,1,0.875,1.75
73,0.25,24,2,1,0.1875,0.375
74,0.25,28,2,2,0.4375,0.875
75,0.25,33,1,2,0.4375,0.875
76,0.25,17,1,1,0.75,1.5
77,0.25,28,1,2,1.0,2.0
78,0.25,18,2,1,0.375,0.75
79,0.25,19,2,1,0.0,0.0
80,0.25,23,2,2,0.3125,0.625
81,0.25,24,2,2,0.8125,1.625
82,0.25,29,2,2,0.1875,0.375
83,0.25,28,0,0,0.15625,0.3125
84,0.25,31,1,1,0.21875,0.4375
85,0.25,18,1,1,1.0,2.0
86,0.25,30,1,2,0.09375,0.1875
87,0.25,25,1,1,0.75,1.5
88,0.25,37,2,1,0.0,0.0
89,0.25,24,2,2,0.4375,0.875
90,0.25,25,0,1,0.28125,0.5625
91,0.25,38,1,1,0.21875,0.4375
92,0.25,12,1,1,0.3125,0.625
93,0.25,22,1,1,0.75,1.5
94,0.25,26,1,1,0.03125,0.0625
95,0.25,40,2,1,0.1875,0.375
96,0.25,30,0,1,0.0625,0.125
97,0.25,27,1,1,0.9375,1.875
98,0.25,28,1,1,0.9375,1.875
99,0.25,18,2,1,0.3125,0.625
100,0.25,42,2,2,1.0,2.0
101,0.25,36,1,1,0.9375,1.875
102,0.25,15,1,1,0.875,1.75
103,0.25,28,2,1,0.25,0.5
104,0.25,24,1,1,0.0,0.0
105,0.25,32,2,1,0.40625,0.8125
106,0.25,54,0,0,0.875,1.75
107,0.25,25,1,1,1.0,2.0
108,0.25,28,1,2,0.53125,1.0625
109,0.25,31,1,1,0.6875,1.375
110,0.25,32,2,1,0.5625,1.125
111,0.25,34,2,1,0.0625,0.125
112,0.25,33,2,0,0.125,0.25
113,0.25,25,2,1,0.0,0.0
114,0.25,31,1,1,1.0,2.0
115,0.25,20,2,2,0.6875,1.375
116,0.25,19,1,1,0.1875,0.375
117,0.25,29,0,1,0.15625,0.3125
118,0.25,21,2,1,0.0625,0.125
119,0.25,41,1,1,0.0,0.0
120,0.25,29,2,1,0.3125,0.625
121,0.25,19,1,1,0.9375,1.875
122,0.25,29,0,0,0.125,0.25
123,0.25,34,1,1,0.8125,1.625
124,0.25,30,2,1,0.1875,0.375
125,0.25,33,2,1,0.3125,0.625
126,0.25,31,2,2,0.25,0.5
127,0.25,23,1,1,1.0,2.0
128,0.25,44,0,1,0.0625,0.125
129,0.25,23,1,1,0.34375,0.6875
130,0.25,25,2,2,0.875,1.75
131,0.25,29,2,2,0.09375,0.1875
132,0.25,34,2,2,0.9375,1.875
133,0.25,31,2,2,0.1875,0.375
134,0.25,38,1,1,0.5625,1.125
135,0.25,12,1,1,0.9375,1.875
136,0.25,23,1,1,1.0,2.0
137,0.25,29,1,1,0.5,1.0
138,0.25,24,1,1,0.40625,0.8125
139,0.25,33,2,2,0.875,1.75
140,0.25,27,2,1,0.75,1.5
141,0.25,7,2,1,0.4375,0.875
142,0.25,41,1,1,0.3125,0.625
143,0.25,36,2,2,1.0,2.0
144,0.25,27,2,2,0.875,1.75
145,0.25,17,2,2,0.25,0.5
146,0.25,34,1,1,0.25,0.5
147,0.25,29,1,1,0.90625,1.8125
148,0.25,22,2,1,0.1875,0.375
149,0.25,57,1,1,0.625,1.25
150,0.25,29,1,1,0.21875,0.4375
151,0.25,37,0,0,0.21875,0.4375
152,0.25,27,2,2,0.125,0.25
153,0.25,31,1,1,0.8125,1.625
154,0.25,28,1,1,0.25,0.5
155,0.25,30,1,1,0.125,0.25
156,0.25,18,1,1,1.0,2.0
157,0.25,35,2,1,0.0,0.0
158,0.25,36,1,1,0.875,1.75
159,0.25,34,1,1,0.875,1.75
160,0.25,35,1,1,0.4375,0.875
161,0.25,30,1,2,0.125,0.25
162,0.25,24,2,2,0.1875,0.375
163,0.25,15,1,1,0.5625,1.125
164,0.25,40,1,1,0.625,1.25
165,0.25,32,0,1,0.53125,1.0625
166,0.25,31,1,1,0.5625,1.125
167,0.25,29,1,1,0.875,1.75
168,0.25,25,1,1,0.6875,1.375
169,0.25,26,1,1,0.9375,1.875
170,0.25,28,0,0,0.4375,0.875
171,0.25,32,2,2,0.4375,0.875
172,0.25,31,1,1,0.5625,1.125
173,0.25,28,0,1,0.09375,0.1875
174,0.25,24,1,2,0.25,0.5
175,0.25,36,0,0,0.21875,0.4375
