,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.5,64,395,26,0.0,0.0
1,0.5,64,838,838,0.5,0.5
2,0.5,64,873,873,1.0,1.0
3,0.5,64,2,2,1.0,1.0
4,0.5,64,534,534,1.0,1.0
5,0.5,64,269,269,1.0,1.0
6,0.5,64,885,709,0.0,0.0
7,0.5,64,590,590,1.0,1.0
8,0.5,64,133,133,1.0,1.0
9,0.5,64,280,280,0.5,0.5
10,0.5,64,211,211,0.5,0.5
11,0.5,64,464,512,0.0,0.0
12,0.5,64,800,800,0.5,0.5
13,0.5,64,66,66,0.25,0.25
14,0.5,64,587,587,1.0,1.0
15,0.5,64,975,708,0.5,0.5
16,0.5,64,889,889,0.25,0.25
17,0.5,64,774,774,0.25,0.25
18,0.5,64,138,138,1.0,1.0
19,0.5,64,956,956,1.0,1.0
20,0.5,64,569,569,1.0,1.0
21,0.5,64,214,214,1.0,1.0
22,0.5,64,97,97,1.0,1.0
23,0.5,64,919,919,0.5,0.5
24,0.5,64,213,213,1.0,1.0
25,0.5,64,233,233,0.5,0.5
26,0.5,64,489,489,1.0,1.0
27,0.5,64,465,414,0.0,0.0
28,0.5,64,118,118,1.0,1.0
29,0.5,64,675,519,0.0,0.0
30,0.5,64,327,327,1.0,1.0
31,0.5,64,784,695,0.5,0.5
32,0.5,64,190,190,0.5,0.5
33,0.5,64,545,545,1.0,1.0
34,0.5,64,506,506,1.0,1.0
35,0.5,64,480,480,0.0,0.0
36,0.5,64,133,16,0.25,0.25
37,0.5,64,886,886,1.0,1.0
38,0.5,64,967,762,0.0,0.0
39,0.5,64,643,418,0.0,0.0
40,0.5,64,562,655,0.0,0.0
41,0.5,64,396,396,1.0,1.0
42,0.5,64,570,570,1.0,1.0
43,0.5,64,690,690,1.0,1.0
44,0.5,64,902,902,0.25,0.25
45,0.5,64,5,6,0.0,0.0
46,0.5,64,914,914,1.0,1.0
47,0.5,64,801,801,1.0,1.0
48,0.5,64,149,149,1.0,1.0
49,0.5,64,828,828,1.0,1.0
50,0.5,64,965,965,1.0,1.0
51,0.5,64,902,902,1.0,1.0
52,0.5,64,962,962,1.0,1.0
53,0.5,64,599,410,1.0,1.0
54,0.5,64,654,609,1.0,1.0
55,0.5,64,709,709,0.25,0.25
56,0.5,64,532,532,1.0,1.0
57,0.5,64,706,706,1.0,1.0
58,0.5,64,975,975,0.5,0.5
59,0.5,64,933,933,1.0,1.0
60,0.5,64,171,171,1.0,1.0
61,0.5,64,597,597,1.0,1.0
62,0.5,64,528,528,1.0,1.0
63,0.5,64,752,752,1.0,1.0
64,0.5,64,269,269,1.0,1.0
65,0.5,64,282,285,1.0,1.0
66,0.5,64,799,480,0.0,0.0
67,0.5,64,289,289,1.0,1.0
68,0.5,64,942,942,1.0,1.0
69,0.5,64,937,937,1.0,1.0
70,0.5,64,924,924,1.0,1.0
71,0.5,64,705,705,1.0,1.0
72,0.5,64,202,202,1.0,1.0
73,0.5,64,618,112,0.0,0.0
74,0.5,64,278,272,0.25,0.25
75,0.5,64,583,583,0.5,0.5
76,0.5,64,419,419,1.0,1.0
77,0.5,64,84,84,1.0,1.0
78,0.5,64,688,688,1.0,1.0
79,0.5,64,351,351,1.0,1.0
80,0.5,64,806,806,1.0,1.0
81,0.5,64,884,972,0.5,0.5
82,0.5,64,145,145,1.0,1.0
83,0.5,64,335,335,1.0,1.0
84,0.5,64,633,422,0.0,0.0
85,0.5,64,360,360,0.5,0.5
86,0.5,64,715,715,1.0,1.0
87,0.5,64,78,78,1.0,1.0
88,0.5,64,935,935,1.0,1.0
89,0.5,64,171,171,0.5,0.5
90,0.5,64,603,603,0.25,0.25
91,0.5,64,389,389,1.0,1.0
92,0.5,64,370,370,1.0,1.0
93,0.5,64,449,449,1.0,1.0
94,0.5,64,572,572,0.5,0.5
95,0.5,64,60,60,1.0,1.0
96,0.5,64,779,779,1.0,1.0
97,0.5,64,347,347,1.0,1.0
98,0.5,64,370,370,1.0,1.0
99,0.5,64,690,690,0.5,0.5
100,0.5,64,910,909,0.0,0.0
101,0.5,64,365,365,1.0,1.0
102,0.5,64,162,162,0.5,0.5
