,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.375,64,395,26,0.4375,0.5833333333333334
1,0.375,64,838,838,0.125,0.16666666666666666
2,0.375,64,873,873,1.0,1.3333333333333333
3,0.375,64,2,2,1.0,1.3333333333333333
4,0.375,64,534,534,1.0,1.3333333333333333
5,0.375,64,269,269,0.875,1.1666666666666667
6,0.375,64,885,709,0.875,1.1666666666666667
7,0.375,64,590,810,0.4375,0.5833333333333334
8,0.375,64,133,133,1.0,1.3333333333333333
9,0.375,64,280,280,0.875,1.1666666666666667
10,0.375,64,211,211,1.0,1.3333333333333333
11,0.375,64,464,902,0.4375,0.5833333333333334
12,0.375,64,800,800,0.5625,0.75
13,0.375,64,66,66,0.125,0.16666666666666666
14,0.375,64,587,587,1.0,1.3333333333333333
15,0.375,64,975,708,0.875,1.1666666666666667
16,0.375,64,889,421,0.25,0.3333333333333333
17,0.375,64,774,774,1.0,1.3333333333333333
18,0.375,64,138,138,1.0,1.3333333333333333
19,0.375,64,956,956,1.0,1.3333333333333333
20,0.375,64,569,569,1.0,1.3333333333333333
21,0.375,64,214,214,0.875,1.1666666666666667
22,0.375,64,97,97,1.0,1.3333333333333333
23,0.375,64,919,919,0.375,0.5
24,0.375,64,213,213,1.0,1.3333333333333333
25,0.375,64,233,233,0.625,0.8333333333333334
26,0.375,64,489,489,0.75,1.0
27,0.375,64,465,465,1.0,1.3333333333333333
28,0.375,64,118,118,0.875,1.1666666666666667
29,0.375,64,675,412,0.875,1.1666666666666667
30,0.375,64,327,327,1.0,1.3333333333333333
31,0.375,64,784,695,0.625,0.8333333333333334
32,0.375,64,190,190,0.625,0.8333333333333334
33,0.375,64,545,545,0.6875,0.9166666666666666
34,0.375,64,506,506,1.0,1.3333333333333333
35,0.375,64,480,480,1.0,1.3333333333333333
36,0.375,64,133,133,0.875,1.1666666666666667
37,0.375,64,886,886,1.0,1.3333333333333333
38,0.375,64,967,762,0.625,0.8333333333333334
39,0.375,64,643,633,0.125,0.16666666666666666
40,0.375,64,562,562,0.8125,1.0833333333333333
41,0.375,64,396,396,1.0,1.3333333333333333
42,0.375,64,570,570,1.0,1.3333333333333333
43,0.375,64,690,690,0.5,0.6666666666666666
44,0.375,64,902,902,0.875,1.1666666666666667
45,0.375,64,5,6,1.0,1.3333333333333333
46,0.375,64,914,914,1.0,1.3333333333333333
47,0.375,64,801,801,0.375,0.5
48,0.375,64,149,149,1.0,1.3333333333333333
49,0.375,64,828,828,1.0,1.3333333333333333
50,0.375,64,965,965,1.0,1.3333333333333333
51,0.375,64,902,902,1.0,1.3333333333333333
52,0.375,64,962,962,1.0,1.3333333333333333
53,0.375,64,599,410,0.875,1.1666666666666667
54,0.375,64,654,654,0.375,0.5
55,0.375,64,709,709,1.0,1.3333333333333333
56,0.375,64,532,532,1.0,1.3333333333333333
57,0.375,64,706,706,1.0,1.3333333333333333
58,0.375,64,975,975,0.875,1.1666666666666667
59,0.375,64,933,933,0.75,1.0
60,0.375,64,171,171,0.625,0.8333333333333334
61,0.375,64,597,597,0.875,1.1666666666666667
62,0.375,64,528,528,1.0,1.3333333333333333
63,0.375,64,752,752,0.875,1.1666666666666667
64,0.375,64,269,269,0.0,0.0
65,0.375,64,282,281,0.625,0.8333333333333334
66,0.375,64,799,799,0.0625,0.08333333333333333
67,0.375,64,289,289,1.0,1.3333333333333333
68,0.375,64,942,942,1.0,1.3333333333333333
69,0.375,64,937,937,1.0,1.3333333333333333
70,0.375,64,924,924,1.0,1.3333333333333333
71,0.375,64,705,705,1.0,1.3333333333333333
72,0.375,64,202,202,1.0,1.3333333333333333
73,0.375,64,618,544,0.4375,0.5833333333333334
74,0.375,64,278,274,0.125,0.16666666666666666
75,0.375,64,583,583,1.0,1.3333333333333333
76,0.375,64,419,419,0.3125,0.4166666666666667
77,0.375,64,84,84,1.0,1.3333333333333333
78,0.375,64,688,688,1.0,1.3333333333333333
79,0.375,64,351,351,1.0,1.3333333333333333
80,0.375,64,806,806,0.25,0.3333333333333333
81,0.375,64,884,500,0.5,0.6666666666666666
82,0.375,64,145,145,1.0,1.3333333333333333
83,0.375,64,335,335,1.0,1.3333333333333333
84,0.375,64,633,570,0.1875,0.25
85,0.375,64,360,360,1.0,1.3333333333333333
86,0.375,64,715,715,1.0,1.3333333333333333
87,0.375,64,78,78,1.0,1.3333333333333333
88,0.375,64,935,935,1.0,1.3333333333333333
89,0.375,64,171,171,0.375,0.5
90,0.375,64,603,603,0.875,1.1666666666666667
91,0.375,64,389,389,1.0,1.3333333333333333
92,0.375,64,370,370,1.0,1.3333333333333333
93,0.375,64,449,449,1.0,1.3333333333333333
94,0.375,64,572,509,0.0,0.0
95,0.375,64,60,60,0.25,0.3333333333333333
96,0.375,64,779,779,0.5,0.6666666666666666
97,0.375,64,347,347,1.0,1.3333333333333333
98,0.375,64,370,370,0.875,1.1666666666666667
99,0.375,64,690,690,0.5,0.6666666666666666
100,0.375,64,910,938,0.125,0.16666666666666666
101,0.375,64,365,365,1.0,1.3333333333333333
102,0.375,64,162,166,0.125,0.16666666666666666
103,0.375,64,837,970,0.5,0.6666666666666666
104,0.375,64,603,603,1.0,1.3333333333333333
105,0.375,64,286,286,0.625,0.8333333333333334
106,0.375,64,264,264,1.0,1.3333333333333333
107,0.375,64,747,747,1.0,1.3333333333333333
108,0.375,64,649,649,1.0,1.3333333333333333
109,0.375,64,486,486,1.0,1.3333333333333333
110,0.375,64,512,512,0.75,1.0
111,0.375,64,828,828,0.625,0.8333333333333334
112,0.375,64,955,955,1.0,1.3333333333333333
113,0.375,64,680,680,0.4375,0.5833333333333334
114,0.375,64,893,893,0.25,0.3333333333333333
115,0.375,64,385,385,0.875,1.1666666666666667
116,0.375,64,965,965,0.75,1.0
117,0.375,64,609,609,1.0,1.3333333333333333
118,0.375,64,131,131,1.0,1.3333333333333333
119,0.375,64,717,717,0.875,1.1666666666666667
120,0.375,64,819,526,0.125,0.16666666666666666
121,0.375,64,870,870,0.75,1.0
122,0.375,64,237,237,0.5625,0.75
123,0.375,64,562,562,0.625,0.8333333333333334
124,0.375,64,48,48,1.0,1.3333333333333333
125,0.375,64,979,975,1.0,1.3333333333333333
126,0.375,64,834,834,0.1875,0.25
127,0.375,64,709,748,0.5625,0.75
128,0.375,64,109,109,1.0,1.3333333333333333
129,0.375,64,511,511,0.25,0.3333333333333333
130,0.375,64,778,412,0.0625,0.08333333333333333
131,0.375,64,521,521,1.0,1.3333333333333333
132,0.375,64,996,996,0.75,1.0
133,0.375,64,827,891,0.3125,0.4166666666666667
134,0.375,64,241,241,0.125,0.16666666666666666
135,0.375,64,700,700,0.375,0.5
136,0.375,64,635,635,0.125,0.16666666666666666
137,0.375,64,388,388,1.0,1.3333333333333333
138,0.375,64,124,124,1.0,1.3333333333333333
139,0.375,64,468,468,1.0,1.3333333333333333
140,0.375,64,774,774,1.0,1.3333333333333333
141,0.375,64,662,662,0.375,0.5
142,0.375,64,682,682,1.0,1.3333333333333333
143,0.375,64,591,591,1.0,1.3333333333333333
144,0.375,64,941,941,1.0,1.3333333333333333
145,0.375,64,51,51,0.1875,0.25
146,0.375,64,75,75,0.1875,0.25
147,0.375,64,136,136,1.0,1.3333333333333333
148,0.375,64,182,182,1.0,1.3333333333333333
149,0.375,64,901,901,0.6875,0.9166666666666666
150,0.375,64,41,41,0.6875,0.9166666666666666
151,0.375,64,289,289,1.0,1.3333333333333333
152,0.375,64,19,19,0.1875,0.25
153,0.375,64,924,924,1.0,1.3333333333333333
154,0.375,64,516,431,0.375,0.5
155,0.375,64,258,258,1.0,1.3333333333333333
156,0.375,64,976,976,0.75,1.0
157,0.375,64,754,485,1.0,1.3333333333333333
