,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.25,64,395,26,0.09375,0.1875
1,0.25,64,838,838,0.25,0.5
2,0.25,64,873,873,1.0,2.0
3,0.25,64,2,2,1.0,2.0
4,0.25,64,534,534,1.0,2.0
5,0.25,64,269,269,0.875,1.75
6,0.25,64,885,709,0.625,1.25
7,0.25,64,590,590,0.09375,0.1875
8,0.25,64,133,133,1.0,2.0
9,0.25,64,280,280,0.125,0.25
10,0.25,64,211,211,0.5,1.0
11,0.25,64,464,902,0.25,0.5
12,0.25,64,800,865,0.28125,0.5625
13,0.25,64,66,66,0.09375,0.1875
14,0.25,64,587,587,1.0,2.0
15,0.25,64,975,708,0.28125,0.5625
16,0.25,64,889,519,0.125,0.25
17,0.25,64,774,774,0.59375,1.1875
18,0.25,64,138,138,1.0,2.0
19,0.25,64,956,956,1.0,2.0
20,0.25,64,569,569,1.0,2.0
21,0.25,64,214,214,0.71875,1.4375
22,0.25,64,97,97,0.9375,1.875
23,0.25,64,919,693,0.125,0.25
24,0.25,64,213,213,1.0,2.0
25,0.25,64,233,233,0.65625,1.3125
26,0.25,64,489,489,0.59375,1.1875
27,0.25,64,465,465,1.0,2.0
28,0.25,64,118,118,1.0,2.0
29,0.25,64,675,412,0.21875,0.4375
30,0.25,64,327,327,0.5625,1.125
31,0.25,64,784,695,0.5,1.0
32,0.25,64,190,190,0.4375,0.875
33,0.25,64,545,545,0.46875,0.9375
34,0.25,64,506,506,1.0,2.0
35,0.25,64,480,480,0.8125,1.625
36,0.25,64,133,133,0.71875,1.4375
37,0.25,64,886,886,1.0,2.0
38,0.25,64,967,762,0.5625,1.125
39,0.25,64,643,633,0.1875,0.375
40,0.25,64,562,562,0.4375,0.875
41,0.25,64,396,396,0.78125,1.5625
42,0.25,64,570,570,0.78125,1.5625
43,0.25,64,690,690,0.4375,0.875
44,0.25,64,902,902,0.71875,1.4375
45,0.25,64,5,6,0.28125,0.5625
46,0.25,64,914,914,1.0,2.0
47,0.25,64,801,801,0.0,0.0
48,0.25,64,149,149,1.0,2.0
49,0.25,64,828,828,1.0,2.0
50,0.25,64,965,965,1.0,2.0
51,0.25,64,902,902,1.0,2.0
52,0.25,64,962,962,1.0,2.0
53,0.25,64,599,410,0.78125,1.5625
54,0.25,64,654,609,0.6875,1.375
55,0.25,64,709,709,0.875,1.75
56,0.25,64,532,532,1.0,2.0
57,0.25,64,706,706,0.90625,1.8125
58,0.25,64,975,975,0.4375,0.875
59,0.25,64,933,933,0.375,0.75
60,0.25,64,171,171,0.78125,1.5625
61,0.25,64,597,597,0.9375,1.875
62,0.25,64,528,528,1.0,2.0
63,0.25,64,752,752,1.0,2.0
64,0.25,64,269,269,0.09375,0.1875
65,0.25,64,282,281,0.40625,0.8125
66,0.25,64,799,760,0.03125,0.0625
67,0.25,64,289,289,1.0,2.0
68,0.25,64,942,942,1.0,2.0
69,0.25,64,937,937,1.0,2.0
70,0.25,64,924,924,1.0,2.0
71,0.25,64,705,705,1.0,2.0
72,0.25,64,202,202,1.0,2.0
73,0.25,64,618,544,0.375,0.75
74,0.25,64,278,280,0.28125,0.5625
75,0.25,64,583,583,0.6875,1.375
76,0.25,64,419,419,0.46875,0.9375
77,0.25,64,84,84,1.0,2.0
78,0.25,64,688,688,0.90625,1.8125
79,0.25,64,351,351,0.84375,1.6875
80,0.25,64,806,658,0.4375,0.875
81,0.25,64,884,500,0.375,0.75
82,0.25,64,145,145,1.0,2.0
83,0.25,64,335,335,0.84375,1.6875
84,0.25,64,633,681,0.0,0.0
85,0.25,64,360,360,0.9375,1.875
86,0.25,64,715,715,1.0,2.0
87,0.25,64,78,78,1.0,2.0
88,0.25,64,935,935,0.5,1.0
89,0.25,64,171,171,0.3125,0.625
90,0.25,64,603,603,0.34375,0.6875
91,0.25,64,389,389,1.0,2.0
92,0.25,64,370,370,0.78125,1.5625
93,0.25,64,449,449,0.78125,1.5625
94,0.25,64,572,509,0.125,0.25
95,0.25,64,60,60,0.6875,1.375
96,0.25,64,779,779,0.5,1.0
97,0.25,64,347,347,0.875,1.75
98,0.25,64,370,370,0.78125,1.5625
99,0.25,64,690,690,0.625,1.25
100,0.25,64,910,938,0.15625,0.3125
101,0.25,64,365,365,1.0,2.0
102,0.25,64,162,162,0.375,0.75
103,0.25,64,837,970,0.6875,1.375
104,0.25,64,603,603,0.6875,1.375
105,0.25,64,286,286,0.71875,1.4375
106,0.25,64,264,264,0.78125,1.5625
107,0.25,64,747,747,0.4375,0.875
108,0.25,64,649,649,1.0,2.0
109,0.25,64,486,486,0.78125,1.5625
110,0.25,64,512,512,0.65625,1.3125
111,0.25,64,828,828,0.15625,0.3125
112,0.25,64,955,955,1.0,2.0
113,0.25,64,680,680,0.125,0.25
114,0.25,64,893,893,0.3125,0.625
115,0.25,64,385,386,0.0625,0.125
116,0.25,64,965,965,0.65625,1.3125
117,0.25,64,609,609,0.78125,1.5625
118,0.25,64,131,131,1.0,2.0
119,0.25,64,717,436,0.03125,0.0625
