,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.5,29,1,1,0.5,0.5
1,0.5,23,2,2,0.5,0.5
2,0.5,37,2,1,0.0,0.0
3,0.5,22,1,1,0.0,0.0
4,0.5,33,2,2,1.0,1.0
5,0.5,21,0,1,0.0,0.0
6,0.5,38,1,1,1.0,1.0
7,0.5,27,2,2,1.0,1.0
8,0.5,23,2,2,0.5,0.5
9,0.5,22,2,2,0.5,0.5
10,0.5,35,2,2,0.5,0.5
11,0.5,21,0,1,0.0,0.0
12,0.5,31,1,1,1.0,1.0
13,0.5,17,2,2,1.0,1.0
14,0.5,29,1,1,1.0,1.0
15,0.5,28,1,1,0.5,0.5
16,0.5,33,1,1,1.0,1.0
17,0.5,38,1,2,0.5,0.5
18,0.5,23,1,1,0.5,0.5
19,0.5,31,1,1,0.5,0.5
20,0.5,19,1,1,0.0,0.0
21,0.5,40,2,2,1.0,1.0
22,0.5,25,2,1,0.0,0.0
23,0.5,43,2,2,0.25,0.25
24,0.5,24,1,1,0.5,0.5
25,0.5,22,2,1,0.0,0.0
26,0.5,28,2,2,1.0,1.0
27,0.5,20,2,1,0.0,0.0
28,0.5,28,2,1,0.0,0.0
29,0.5,38,2,2,1.0,1.0
30,0.5,16,2,1,0.0,0.0
31,0.5,25,1,1,0.0,0.0
32,0.5,24,1,1,1.0,1.0
33,0.5,16,2,2,0.5,0.5
34,0.5,26,2,2,1.0,1.0
35,0.5,29,1,1,1.0,1.0
36,0.5,42,2,1,0.0,0.0
37,0.5,30,1,1,1.0,1.0
38,0.5,36,0,0,0.5,0.5
39,0.5,36,1,1,0.5,0.5
40,0.5,36,1,1,0.5,0.5
41,0.5,31,1,1,1.0,1.0
42,0.5,27,2,2,1.0,1.0
43,0.5,27,1,1,1.0,1.0
44,0.5,58,1,1,0.5,0.5
45,0.5,20,1,1,0.5,0.5
46,0.5,36,0,0,0.5,0.5
47,0.5,32,2,2,1.0,1.0
48,0.5,30,1,1,0.5,0.5
49,0.5,38,2,2,1.0,1.0
50,0.5,35,2,2,1.0,1.0
51,0.5,29,1,2,1.0,1.0
52,0.5,18,1,1,0.0,0.0
53,0.5,20,1,1,0.5,0.5
54,0.5,32,2,1,0.0,0.0
55,0.5,29,1,0,0.0,0.0
56,0.5,34,0,1,1.0,1.0
57,0.5,30,2,2,0.5,0.5
58,0.5,41,0,1,0.5,0.5
59,0.5,21,1,1,1.0,1.0
60,0.5,37,2,1,0.0,0.0
61,0.5,37,1,1,0.0,0.0
62,0.5,39,1,1,1.0,1.0
63,0.5,39,2,2,1.0,1.0
64,0.5,14,2,2,0.5,0.5
65,0.5,21,1,1,0.5,0.5
66,0.5,35,1,1,0.5,0.5
67,0.5,29,2,1,0.0,0.0
68,0.5,25,2,2,1.0,1.0
69,0.5,18,2,1,0.0,0.0
70,0.5,35,0,1,0.0,0.0
71,0.5,32,2,2,1.0,1.0
72,0.5,33,1,1,1.0,1.0
73,0.5,24,2,1,0.0,0.0
74,0.5,28,2,2,1.0,1.0
75,0.5,33,1,0,0.0,0.0
76,0.5,17,1,1,1.0,1.0
77,0.5,28,1,2,1.0,1.0
78,0.5,18,2,1,0.0,0.0
79,0.5,19,2,2,0.5,0.5
80,0.5,23,2,2,1.0,1.0
81,0.5,24,2,2,1.0,1.0
82,0.5,29,2,2,1.0,1.0
83,0.5,28,0,1,0.0,0.0
84,0.5,31,1,1,1.0,1.0
85,0.5,18,1,1,1.0,1.0
86,0.5,30,1,1,1.0,1.0
87,0.5,25,1,1,1.0,1.0
88,0.5,37,2,2,0.5,0.5
89,0.5,24,2,2,1.0,1.0
90,0.5,25,0,1,0.25,0.25
91,0.5,38,1,1,1.0,1.0
92,0.5,12,1,1,0.5,0.5
93,0.5,22,1,1,1.0,1.0
94,0.5,26,1,0,0.0,0.0
95,0.5,40,2,1,0.5,0.5
96,0.5,30,0,2,0.25,0.25
97,0.5,27,1,1,1.0,1.0
98,0.5,28,1,1,1.0,1.0
99,0.5,18,2,2,0.5,0.5
100,0.5,42,2,2,1.0,1.0
101,0.5,36,1,1,1.0,1.0
102,0.5,15,1,1,0.5,0.5
103,0.5,28,2,1,0.5,0.5
104,0.5,24,1,2,1.0,1.0
105,0.5,32,2,2,0.5,0.5
106,0.5,54,0,0,1.0,1.0
107,0.5,25,1,1,1.0,1.0
108,0.5,28,1,2,0.25,0.25
109,0.5,31,1,1,1.0,1.0
